Agent_ID,Kick_Time,Bearing_To_Focal,vx,vy
3,106.72,0.0,-0.0143,-0.0019
5,106.72,0.129133115,-0.0204,0.0017
2,106.72,3.576721847,-0.0399,-0.0138
4,106.72,5.658518719,-0.0055,-0.0019
1,106.72,6.233029257,-0.0223,0.0064
3,107.12,0.0,-0.0316,-0.0097
5,107.12,0.251880029,-0.023,0.004
2,107.12,3.54445769,-0.0358,-0.0105
4,107.12,5.542278312,-0.0502,-0.0022
1,107.12,6.259933684,-0.0514,-0.0072
3,107.64,0.0,-0.0514,-0.0176
1,107.64,0.131560821,-0.0544,-0.0093
5,107.64,0.432953793,-0.0456,0.0053
2,107.64,4.127809346,-0.0529,-0.0522
4,107.64,4.873251095,-0.0733,-0.0427
3,108.88,0.0,-0.0871,-0.1065
1,108.88,0.162806076,-0.0846,-0.1044
5,108.88,0.521267399,-0.1054,-0.1053
2,108.88,4.845357701,-0.0495,-0.1063
4,108.88,5.485850153,-0.0419,-0.1086
3,110.08,0.0,0.009,-0.1357
2,110.08,0.600050213,0.0198,-0.0769
5,110.08,0.600050213,-0.0601,-0.1735
1,110.08,0.609431374,0.0003,-0.1122
4,110.08,5.865818426,-0.0015,-0.0998
3,110.6,0.0,0.0318,-0.0494
1,110.6,0.349312495,0.0444,-0.0604
5,110.6,1.552715115,0.0157,-0.0058
2,110.6,5.587290962,0.0572,-0.0966
4,110.6,5.887626802,0.0625,-0.0611
3,111.24,0.0,0.0731,-0.07
2,111.24,0.0,0.0306,-0.0345
4,111.24,0.172499743,0.0674,-0.0272
1,111.24,0.631311807,0.0893,-0.0364
5,111.24,1.511386767,0.0753,-0.0715
3,111.6,0.0,0.0268,-0.027
2,111.6,0.115678423,0.0836,-0.0204
4,111.6,0.481166907,0.0196,-0.007
1,111.6,0.626333616,0.0287,-0.0262
5,111.6,1.331367556,0.035,-0.0341
3,112.44,0.0,0.1015,-0.0184
2,112.44,0.191501718,0.0839,-0.0174
1,112.44,0.501906443,0.0897,-0.0384
4,112.44,1.631328347,0.0372,0.0025
5,112.44,2.344211043,0.053,-0.0271
3,113.04,0.0,0.082,0.0122
1,113.04,0.761012754,0.0563,0.0142
4,113.04,1.311965292,0.1094,0.0508
2,113.04,1.413633283,0.0457,0.0229
5,113.04,2.747669891,0.0373,0.0082
3,113.96,0.0,0.0411,0.068
1,113.96,1.006049851,0.0778,0.1509
2,113.96,1.257004406,0.0799,0.1782
4,113.96,1.44654845,0.0456,0.2064
5,113.96,1.471981281,0.1367,0.1732
3,114.4,0.0,0.0259,0.0683
1,114.4,1.144713941,-0.0005,0.058
2,114.4,1.724740991,-0.0338,0.0558
4,114.4,1.772463777,-0.0451,0.0454
5,114.4,1.918712289,-0.039,0.07
3,114.8,0.0,0.0137,0.0466
1,114.8,1.351698748,-0.0145,0.0348
4,114.8,1.995800501,-0.0428,0.058
5,114.8,2.207660128,-0.0463,0.0559
2,114.8,2.271753087,-0.0586,0.0376
3,115.36,0.0,-0.0712,0.1241
1,115.36,0.595758394,-0.0488,0.0554
4,115.36,2.087947474,-0.0431,0.0301
5,115.36,2.271564215,-0.0313,0.0583
2,115.36,2.311352775,-0.0256,0.066
3,115.8,0.0,-0.0417,0.0523
1,115.8,0.32060508,-0.0337,0.0396
4,115.8,2.237330713,-0.0263,-0.0017
2,115.8,2.585325424,-0.0549,0.0394
5,115.8,2.723368324,-0.0686,0.0115
3,117.12,0.0,-0.2139,-0.1045
1,117.12,0.800618695,-0.1919,-0.0452
4,117.12,1.592916612,-0.1606,-0.0844
2,117.12,2.726885525,-0.2062,-0.1184
5,117.12,4.704898484,-0.1162,-0.2015
3,118.08,0.0,0.0069,-0.0965
1,118.08,1.459617729,-0.0581,-0.089
4,118.08,2.050678979,-0.0407,-0.0916
2,118.08,3.026914776,0.0189,-0.1142
5,118.08,4.985122227,0.0186,-0.0835
3,118.92,0.0,-0.0322,-0.044
1,118.92,1.545666968,-0.0402,-0.0725
4,118.92,2.431253216,-0.0162,-0.1104
2,118.92,4.728419671,0.0068,-0.0983
5,118.92,5.106497157,-0.0262,-0.0452
3,120.0,0.0,0.1092,-0.0631
1,120.0,2.121139165,0.0843,-0.0805
4,120.0,2.795692206,0.0504,-0.0587
5,120.0,3.777610273,0.0575,-0.0469
2,120.0,4.738785488,0.11,-0.0738
3,120.68,0.0,0.0669,-0.0237
1,120.68,2.849963742,0.0371,-0.046
4,120.68,3.02230356,0.0183,-0.0401
5,120.68,3.58936858,0.0505,-0.0227
2,120.68,5.113428934,0.0826,-0.0039
3,121.08,0.0,0.0496,0.0131
4,121.08,3.234544363,0.0844,-0.0137
1,121.08,3.298194531,0.0478,-0.0116
5,121.08,3.602715015,0.0211,-0.0019
2,121.08,4.857201479,0.0393,0.0059
3,122.44,0.0,0.1321,0.2432
5,122.44,4.408630427,0.1583,0.1132
4,122.44,4.693690373,0.2364,0.1515
1,122.44,4.699456133,0.185,0.0818
2,122.44,4.941668666,0.156,0.1588
3,123.56,0.0,-0.0781,0.0863
5,123.56,5.084519485,0.0145,0.1545
1,123.56,5.417689586,0.0129,0.1521
4,123.56,5.584429375,-0.0274,0.1469
2,123.56,5.611455992,-0.0197,0.1477
3,124.2,0.0,-0.1174,0.0595
4,124.2,5.387129923,-0.147,0.0765
5,124.2,5.43000125,-0.1061,0.1025
1,124.2,5.789933593,-0.0505,0.0801
2,124.2,6.14217444,-0.0961,0.1148
3,124.76,0.0,-0.0816,-0.0043
2,124.76,0.110501093,-0.1219,0.0192
4,124.76,4.657326585,-0.1029,-0.0184
5,124.76,5.588699939,-0.0935,0.0215
1,124.76,6.081762226,-0.0894,0.0492
3,125.24,0.0,-0.0575,-0.0473
1,125.24,0.12175457,-0.0681,-0.0003
2,125.24,0.394998116,-0.0592,-0.0265
4,125.24,4.980866395,-0.0439,-0.051
5,125.24,5.99512986,-0.0748,-0.0213
3,125.68,0.0,-0.0292,-0.0277
1,125.68,0.066157727,-0.0533,-0.037
2,125.68,0.123182662,-0.0558,-0.0511
4,125.68,4.786094882,-0.0337,-0.0807
5,125.68,5.111570622,-0.0365,-0.0552
3,127.08,0.0,-0.0279,-0.0577
4,127.08,4.480781755,-0.0578,-0.06
5,127.08,4.480781755,-0.0651,-0.1209
2,127.08,4.956014922,-0.0526,-0.1325
1,127.08,5.980300439,-0.1091,-0.0752
3,127.44,0.0,-0.0175,-0.0421
1,127.44,0.31249156,-0.0105,-0.0195
4,127.44,4.815654261,0.0131,-0.0193
5,127.44,4.815654261,0.0131,-0.0193
2,127.44,5.328172786,0.0073,-0.032
3,128.56,0.0,0.0703,-0.1446
2,128.56,0.148101149,0.1026,-0.074
1,128.56,1.643108185,0.0272,-0.1006
4,128.56,2.831248449,0.023,-0.0576
5,128.56,2.831248449,0.023,-0.0576
3,129.2,0.0,0.0166,-0.0264
2,129.2,0.08983735,0.0299,-0.0296
1,129.2,0.720588394,0.0609,-0.0477
5,129.2,2.42955924,0.008,0.0025
4,129.2,3.146298501,0.0137,-0.0393
3,129.88,0.0,0.0682,-0.0447
2,129.88,0.074330887,0.0557,-0.047
1,129.88,1.875869675,0.0149,-0.0384
5,129.88,2.46825862,0.0383,-0.024
4,129.88,4.757302576,0.1111,-0.0534
3,130.6,0.0,0.1233,0.009
4,130.6,0.236899515,0.1871,0.0334
2,130.6,0.551767576,0.1472,0.0644
1,130.6,1.364636502,0.1506,0.0353
5,130.6,2.702372994,0.155,-0.0315
3,131.16,0.0,0.1024,0.0549
4,131.16,0.75366279,0.0902,0.0882
2,131.16,0.953949406,0.0784,0.0998
1,131.16,1.394087471,0.0972,0.0374
5,131.16,2.911642381,0.1048,0.0434
3,131.76,0.0,0.0546,0.028
4,131.76,1.108505569,0.0173,0.0087
2,131.76,1.550377558,-0.0174,0.0739
1,131.76,1.59463121,0.0437,0.0573
5,131.76,2.810257728,0.0518,0.0338
3,132.56,0.0,-0.0309,0.0015
4,132.56,0.998795081,-0.0015,0.0405
1,132.56,1.582151884,-0.0307,0.0715
2,132.56,1.684179575,-0.0615,0.0912
5,132.56,1.854590436,-0.0044,0.055
3,133.08,0.0,-0.0597,0.0904
4,133.08,0.736044053,-0.0475,0.0729
1,133.08,1.500936768,-0.0501,0.0536
2,133.08,1.719211486,-0.0553,0.0034
5,133.08,2.101324063,-0.078,0.0866
3,134.12,0.0,-0.086,0.1442
1,134.12,0.576196777,-0.0151,0.0825
4,134.12,1.574432674,-0.1425,0.1482
2,134.12,2.118910673,-0.114,0.0734
5,134.12,2.350182539,-0.097,0.1286
3,134.84,0.0,-0.1076,0.0082
1,134.84,0.45857151,-0.0995,-0.0001
4,134.84,0.994135392,-0.0754,0.0024
2,134.84,2.382736928,-0.1029,-0.0315
5,134.84,2.425702587,-0.0918,-0.0126
3,135.88,0.0,-0.1135,-0.109
1,135.88,1.026908997,-0.1441,-0.0588
5,135.88,1.225169713,-0.0438,-0.0387
4,135.88,1.419658876,-0.1402,-0.1234
2,135.88,1.579713288,-0.0678,-0.0745
3,136.4,0.0,-0.0305,-0.0187
1,136.4,0.861702328,-0.0264,-0.0414
5,136.4,1.02992166,-0.0082,-0.0215
4,136.4,1.072679617,-0.0203,-0.025
2,136.4,1.164684037,-0.0043,-0.0379
3,136.8,0.0,-0.0097,-0.0162
1,136.8,0.782314925,-0.0213,-0.0381
5,136.8,0.975049686,-0.0056,-0.0212
2,136.8,1.238582776,-0.0214,-0.0355
4,136.8,1.238582776,-0.0114,-0.0047
3,138.04,0.0,0.0552,-0.1519
1,138.04,0.984002913,0.0318,-0.1622
5,138.04,1.659100197,-0.0132,-0.1749
4,138.04,2.007808942,0.0016,-0.1067
2,138.04,2.068688292,0.0283,-0.1678
3,138.84,0.0,0.1462,-0.0502
1,138.84,2.306851858,0.09,-0.0544
4,138.84,2.402558082,0.133,-0.0871
2,138.84,3.083964226,0.1073,-0.0713
5,138.84,3.083964226,0.1003,-0.1161
3,139.76,0.0,0.1301,0.0343
1,139.76,3.329697527,0.1215,-0.0072
4,139.76,3.447258804,0.1156,-0.0353
5,139.76,3.944567132,0.1318,-0.0208
2,139.76,4.238350547,0.1487,-0.0338
3,140.52,0.0,0.0633,0.0505
4,140.52,3.785453216,0.0418,0.005
1,140.52,4.065253927,0.0662,0.0097
2,140.52,4.175052385,0.0426,0.0248
5,140.52,4.357300857,0.0915,0.043
3,141.52,0.0,-0.0274,0.2094
4,141.52,4.758170554,0.0703,0.0863
1,141.52,4.807025229,0.0162,0.1829
2,141.52,5.01006042,0.071,0.1558
5,141.52,5.36759791,0.0405,0.2094
3,142.16,0.0,-0.0903,0.0801
4,142.16,5.171402702,0.0079,0.0537
1,142.16,5.186477045,-0.0622,0.0863
2,142.16,5.378758243,0.0303,0.0148
5,142.16,5.779480935,-0.0559,0.0955
3,143.32,0.0,-0.1672,-0.0031
5,143.32,0.519146114,-0.1879,0.0751
1,143.32,5.013780357,-0.1941,0.0388
4,143.32,5.760251819,-0.1067,0.1167
2,143.32,6.021425308,-0.2246,0.1778
3,144.28,0.0,-0.0446,-0.042
5,144.28,0.898833155,-0.0761,-0.0408
1,144.28,3.555731204,-0.0711,-0.0233
2,144.28,5.810059309,-0.1269,-0.0261
4,144.28,6.136943153,-0.0993,0.0379
3,145.32,0.0,-0.0267,-0.0613
4,145.32,0.383467644,-0.0638,-0.0142
5,145.32,2.153028178,-0.0732,-0.0684
1,145.32,3.837507746,-0.0419,-0.0812
2,145.32,4.851878335,-0.047,-0.0833
3,146.52,0.0,-0.0116,-0.0749
5,146.52,4.05879184,-0.0196,-0.1376
1,146.52,4.536140693,0.0044,-0.1447
2,146.52,5.134920534,0.0357,-0.1561
4,146.52,5.852046566,-0.0172,-0.1376
3,147.16,0.0,0.0108,-0.0222
5,147.16,4.542563583,0.0272,-0.0465
1,147.16,4.840548649,0.0432,-0.0409
2,147.16,5.081267975,0.0087,-0.0357
4,147.16,5.623812515,0.0155,-0.0479
3,147.8,0.0,0.026,-0.0341
5,147.8,4.779025287,0.0426,-0.0726
1,147.8,4.860850979,0.0298,-0.0434
2,147.8,5.245741884,0.0487,-0.0278
4,147.8,5.616889013,0.0458,-0.0505
3,148.16,0.0,0.0106,-0.0138
1,148.16,4.939809543,0.0217,-0.0173
5,148.16,5.135699736,0.0533,-0.0256
2,148.16,5.41890151,0.0444,-0.0154
4,148.16,5.655219672,0.0307,-0.0227
3,148.72,0.0,0.074,-0.0569
5,148.72,5.077907187,0.0465,-0.0044
1,148.72,5.094229707,0.0804,-0.0181
2,148.72,5.094229707,0.0037,-0.0224
4,148.72,5.86670357,0.0713,-0.0232
3,150.4,0.0,0.2598,0.087
2,150.4,3.977603099,0.0642,0.0011
5,150.4,4.117666612,0.2011,0.089
1,150.4,4.420532772,0.1821,0.0396
4,150.4,5.631846646,0.1824,0.1102
3,151.2,0.0,-0.0053,0.1031
2,151.2,4.340969102,0.0509,0.0147
5,151.2,4.41746445,0.0036,0.0653
1,151.2,4.702859787,0.0345,0.073
4,151.2,5.073071938,-0.0074,0.0435
3,152.32,0.0,-0.1059,0.1222
5,152.32,4.306603539,-0.0952,0.1742
2,152.32,4.900932558,0.0217,0.2585
1,152.32,5.27033464,-0.0442,0.1938
4,152.32,5.547594858,-0.0688,0.1452
3,152.72,0.0,-0.0564,0.0284
5,152.72,4.023829822,-0.0785,0.0209
2,152.72,4.942638369,-0.0576,0.0574
1,152.72,5.484957659,-0.0511,0.0576
4,152.72,5.753079059,-0.0556,0.0501
3,153.36,0.0,-0.1342,-0.0388
5,153.36,4.128099691,-0.1359,-0.0531
2,153.36,4.917900791,-0.1432,-0.008
1,153.36,5.847034292,-0.1421,0.0015
4,153.36,6.252891547,-0.0923,-0.001
3,154.08,0.0,-0.0829,-0.0882
4,154.08,0.03637909,-0.0797,-0.0806
5,154.08,4.337515213,-0.0755,-0.1118
2,154.08,4.863696166,-0.0861,-0.0924
1,154.08,5.708688095,-0.0973,-0.0893
3,154.96,0.0,-0.0004,-0.1097
4,154.96,0.303773039,-0.0453,-0.0918
2,154.96,4.363282068,-0.0202,-0.0608
5,154.96,4.832171317,0.0428,-0.1019
1,154.96,5.347747457,-0.0056,-0.1332
3,155.48,0.0,0.0105,-0.061
5,155.48,5.215615562,0.0507,-0.073
2,155.48,5.468979747,0.0647,-0.0853
1,155.48,5.561009474,0.0591,-0.0858
4,155.48,6.224429484,0.0284,-0.0883
3,156.84,0.0,0.144,-0.0816
5,156.84,5.681294708,0.18,-0.0503
1,156.84,5.872825509,0.1676,-0.0533
4,156.84,5.936237566,0.1217,-0.1003
2,156.84,6.118171655,0.2186,-0.0534
3,159.56,0.0,0.2187,0.1944
5,159.56,0.693040004,0.1679,0.2821
2,159.56,1.755709872,0.0856,0.2839
1,159.56,5.382269975,0.1505,0.1894
4,159.56,5.91162262,0.2029,0.1987
3,160.88,0.0,-0.0956,0.1203
4,160.88,0.040707836,-0.0747,0.1428
5,160.88,0.460872408,-0.0871,0.1129
2,160.88,2.238739988,-0.1196,0.0977
1,160.88,5.464616811,-0.0734,0.1047
3,161.68,0.0,-0.144,0.0239
4,161.68,0.078306702,-0.1056,0.0296
5,161.68,0.672861952,-0.1548,0.0283
2,161.68,3.243799372,-0.1538,-0.0278
1,161.68,5.973482363,-0.1506,0.074
3,163.36,0.0,-0.1432,-0.1348
4,163.36,0.65470227,-0.1749,-0.0836
5,163.36,1.311916798,-0.1623,-0.1101
2,163.36,2.652157112,-0.1163,-0.1194
1,163.36,5.072687923,-0.1926,-0.1379
3,163.84,0.0,-0.0075,-0.0129
4,163.84,0.78904512,-0.0171,-0.0039
5,163.84,1.36372365,-0.0109,-0.0159
2,163.84,4.588988184,0.006,-0.0751
1,163.84,4.650174294,-0.0175,-0.0219
3,165.72,0.0,0.2401,-0.2181
4,165.72,2.178529703,0.1421,-0.2442
5,165.72,2.782276876,0.1899,-0.2506
1,165.72,3.212734975,0.1129,-0.1968
2,165.72,3.364981582,0.1972,-0.1777
3,166.12,0.0,0.0522,0.0141
4,166.12,2.737732859,0.0351,-0.0086
5,166.12,3.3261951,0.0276,-0.0131
1,166.12,3.334754345,0.0131,-0.0096
2,166.12,3.853688266,0.0518,-0.0176
3,166.92,0.0,0.0831,0.048
1,166.92,3.467001963,0.0957,0.0284
5,166.92,3.844807385,0.0684,-0.0073
4,166.92,3.852184203,0.0797,-0.0152
2,166.92,4.242299084,0.1045,0.0352
3,168.44,0.0,0.0506,0.1747
1,168.44,3.878526657,0.1327,0.1605
5,168.44,4.762209216,0.1337,0.1699
4,168.44,4.937898616,0.1047,0.2009
2,168.44,5.00594315,0.0974,0.1692
3,169.48,0.0,-0.0489,0.0827
1,169.48,3.854776186,-0.0006,0.1276
5,169.48,4.981365269,-0.0294,0.0711
4,169.48,5.217945228,-0.0223,0.0446
2,169.48,5.426938184,-0.0314,0.1024
3,170.84,0.0,-0.0604,0.067
2,170.84,2.295046328,-0.1148,0.1293
1,170.84,3.232252541,-0.1276,0.0804
4,170.84,3.644711993,-0.1187,0.1068
5,170.84,4.95145555,-0.0767,0.1229
3,171.56,0.0,-0.0252,0.0195
2,171.56,3.313260797,-0.1037,-0.0181
1,171.56,3.438588473,-0.0965,-0.0222
4,171.56,3.606363227,-0.0686,-0.0009
5,171.56,3.738888053,-0.1011,0.0004
3,172.56,0.0,-0.0755,0.0158
4,172.56,3.707550266,-0.0882,-0.0018
2,172.56,3.715176295,-0.1224,-0.0603
1,172.56,3.84513818,-0.0925,-0.0874
5,172.56,3.980460927,-0.0904,-0.0307
3,174.44,0.0,-0.0627,-0.3414
2,174.44,2.577147503,0.0045,-0.2
4,174.44,3.326176224,-0.0104,-0.294
1,174.44,3.39485842,0.05,-0.2057
5,174.44,5.201393472,0.0561,-0.3133
3,175.36,0.0,0.1595,-0.0296
2,175.36,2.947295191,0.1243,-0.0561
1,175.36,3.752732782,0.1303,-0.0801
4,175.36,4.053123412,0.1639,-0.0588
5,175.36,6.179347269,0.1698,0.0311
3,177.36,0.0,0.094,0.2276
5,177.36,4.269286425,0.0405,0.2146
2,177.36,4.587691168,0.2013,0.1697
1,177.36,4.734569643,0.1938,0.1785
4,177.36,5.599347345,0.1385,0.2486
3,179.0,0.0,-0.0433,0.087
4,179.0,3.133624695,-0.0857,0.1013
1,179.0,3.549283462,-0.1105,0.1763
2,179.0,5.01653867,-0.0275,0.0869
5,179.0,5.289625692,-0.011,0.068
3,179.76,0.0,-0.1286,0.0315
1,179.76,3.27135583,-0.1345,0.0502
2,179.76,5.026009633,-0.1363,0.0564
5,179.76,5.187880367,-0.1404,0.0447
4,179.76,6.036137681,-0.0353,0.0141
3,180.36,0.0,-0.1042,-0.0256
4,180.36,0.133838472,-0.035,0.0101
5,180.36,0.21822588,-0.0685,0.0085
1,180.36,3.817281912,-0.0851,-0.0576
2,180.36,6.243405309,-0.0877,-0.0153
3,181.2,0.0,-0.0872,-0.0792
2,181.2,0.448144975,-0.0605,-0.0559
4,181.2,0.517487741,-0.0816,-0.0163
5,181.2,0.607434281,-0.0553,-0.0344
1,181.2,3.999659566,-0.06,-0.066
3,182.16,0.0,-0.0334,-0.1404
5,182.16,0.689259397,-0.0608,-0.1527
1,182.16,5.052223139,0.0147,-0.18
2,182.16,5.916736111,-0.0432,-0.1771
4,182.16,6.232100185,-0.0923,-0.2261
3,182.8,0.0,0.0147,-0.0298
5,182.8,0.127604751,0.0419,-0.0627
1,182.8,5.29999935,0.0692,-0.0799
2,182.8,5.418245176,0.0285,-0.0752
4,182.8,5.889598281,0.084,-0.0892
3,183.52,0.0,0.1032,-0.068
5,183.52,0.230747849,0.105,-0.0591
2,183.52,5.500725431,0.1036,-0.0593
1,183.52,5.583591163,0.1176,-0.0284
4,183.52,5.977882229,0.0745,-0.0436
3,184.6,0.0,0.2146,0.0062
2,184.6,0.231090667,0.1974,0.0651
5,184.6,0.531504432,0.1731,0.0105
1,184.6,5.006623545,0.1368,0.0348
4,184.6,5.926726475,0.1326,0.0296
3,185.36,0.0,0.0687,0.0874
2,185.36,0.112068653,0.0658,0.0829
1,185.36,4.742820983,0.0557,0.0712
4,185.36,4.997956239,0.0457,0.0362
5,185.36,5.605547502,0.0499,0.0471
3,186.28,0.0,-0.0298,0.1286
1,186.28,0.505025252,-0.0072,0.2079
5,186.28,0.505025252,-0.0262,0.1591
2,186.28,5.795152289,-0.0123,0.0993
4,186.28,5.922992163,-0.0341,0.1899
3,187.44,0.0,-0.1031,0.0687
5,187.44,0.442817289,-0.0695,0.0827
1,187.44,1.581833406,-0.1282,0.1004
4,187.44,2.233222621,-0.1341,0.0945
2,187.44,5.970149955,-0.0723,0.0688
3,188.44,0.0,-0.0427,0.0288
2,188.44,0.327377505,-0.0476,0.0798
5,188.44,0.896874385,-0.0771,0.031
1,188.44,2.483860731,-0.0967,0.0256
4,188.44,2.7989911,-0.0571,0.0195
3,189.0,0.0,-0.0251,-0.0019
2,189.0,0.484677013,-0.0582,-0.0054
5,189.0,1.115777459,-0.0284,0.0102
1,189.0,2.899930728,-0.0558,-0.023
4,189.0,3.254271241,-0.0331,-0.0169
3,189.48,0.0,-0.0579,-0.0477
2,189.48,1.047616498,-0.0655,-0.0109
5,189.48,1.582843937,-0.0791,-0.0315
1,189.48,2.787746625,-0.0485,-0.0407
4,189.48,3.009891895,-0.0584,-0.0383
3,190.16,0.0,-0.0686,-0.065
2,190.16,1.351879427,-0.0834,-0.0382
5,190.16,2.103118838,-0.0937,-0.0793
1,190.16,2.923232875,-0.0613,-0.0778
4,190.16,3.767882081,-0.08,-0.1062
3,191.2,0.0,-0.0013,-0.1866
2,191.2,1.785060015,-0.047,-0.1493
5,191.2,2.293171268,-0.0141,-0.1866
1,191.2,2.368024924,-0.0226,-0.1141
4,191.2,2.524370126,-0.0203,-0.1016
3,192.32,0.0,0.1641,-0.0856
5,192.32,1.968844764,0.1908,-0.1011
2,192.32,2.224249509,0.1346,-0.1349
4,192.32,2.686745697,0.0504,-0.0452
1,192.32,2.878831312,0.1617,-0.1485
3,192.84,0.0,0.0745,0.0092
5,192.84,1.758146562,0.0824,0.002
2,192.84,2.19746578,0.0861,-0.0026
4,192.84,2.877289134,0.1311,-0.046
1,192.84,2.979079963,0.099,-0.0045
3,193.36,0.0,0.082,0.0512
5,193.36,1.629105787,0.0837,0.0695
2,193.36,2.466413979,0.0709,0.0342
4,193.36,3.061550128,0.1145,0.0246
1,193.36,3.380950969,0.0952,0.0268
3,194.0,0.0,0.0394,0.1232
5,194.0,1.849796511,0.0309,0.1215
2,194.0,3.181571341,0.0576,0.0771
4,194.0,3.895981558,0.098,0.0829
1,194.0,4.241156919,0.0591,0.0682
3,194.52,0.0,-0.0161,0.107
5,194.52,2.361749989,-0.0415,0.1051
2,194.52,3.772763207,-0.0061,0.0884
4,194.52,4.232438468,-0.004,0.096
1,194.52,4.688297257,0.0167,0.0923
3,195.2,0.0,-0.0772,0.0851
5,195.2,2.571680182,-0.0836,0.0766
2,195.2,4.128555915,-0.0717,0.0719
4,195.2,4.974102483,-0.0319,0.0449
1,195.2,5.500364458,-0.0363,0.1294
3,195.76,0.0,-0.0859,0.031
5,195.76,2.691367057,-0.0793,0.0211
2,195.76,5.023895606,-0.0516,0.0261
4,195.76,5.496646893,-0.0208,0.0272
1,195.76,5.9782253,-0.0727,0.0533
3,196.48,0.0,-0.0707,0.0141
1,196.48,0.432407776,-0.0851,0.0479
5,196.48,3.398575931,-0.107,-0.0223
2,196.48,5.052770919,-0.0711,0.0187
4,196.48,6.02895858,-0.039,0.0709
3,197.8,0.0,-0.1368,-0.0794
5,197.8,0.0,-0.0645,-0.0604
4,197.8,0.096278425,-0.1743,-0.0405
1,197.8,0.383817623,-0.1485,-0.0863
2,197.8,4.862760408,-0.1412,-0.0953
3,198.56,0.0,-0.0473,-0.0814
4,198.56,0.5544189,-0.0364,-0.0319
1,198.56,1.180376619,-0.0512,-0.0382
5,198.56,1.180376619,-0.0252,-0.0277
2,198.56,5.149832911,-0.0454,-0.052
