Experiment_ID;Agent_ID;Kick_Time;Orientation_Difference_To_Focal;vx;vy
151;5;100.12;-0.854656113;0.0108;-0.1018
151;2;100.12;-0.817555599;0.0072;-0.1048
151;4;100.12;-0.723047669;-0.0043;-0.1659
151;3;101.04;0.0;0.1345;-0.1411
151;2;101.04;-0.348751823;0.0786;-0.039
151;5;101.04;-0.179961791;0.1019;-0.0742
151;4;101.04;-0.158496419;0.13;-0.099
151;1;101.04;-0.150614556;0.1018;-0.0788
151;3;101.52;0.0;0.1144;-0.0016
151;4;101.52;0.112860547;0.0988;-0.0126
151;5;101.52;0.323519478;0.1288;-0.0452
151;2;101.52;0.349142025;0.0879;-0.0334
151;1;101.52;0.412862026;0.0686;-0.0312
151;3;101.88;0.0;0.0592;0.0384
151;4;101.88;0.047954067;0.0721;0.042
151;1;101.88;0.079834388;0.0542;0.0293
151;5;101.88;0.15967583;0.0863;0.0381
151;2;101.88;0.364742755;0.0664;0.0142
151;3;102.24;0.0;0.0497;0.0788
151;4;102.24;0.015656274;0.0487;0.0746
151;5;102.24;0.019729912;0.0465;0.0706
151;2;102.24;0.202297511;0.0504;0.0525
151;1;102.24;0.290208589;0.0529;0.0462
151;3;102.72;0.0;0.0009;0.1056
151;4;102.72;0.339788543;0.0317;0.0873
151;5;102.72;0.350365603;0.035;0.0933
151;2;102.72;0.579480083;0.0544;0.0816
151;1;102.72;0.730754526;0.0589;0.0646
151;3;103.8;0.0;-0.0867;0.127
151;5;103.8;0.136963001;-0.0745;0.1496
151;4;103.8;0.260072768;-0.0563;0.1597
151;2;103.8;0.299700374;-0.0565;0.1831
151;1;103.8;0.451065768;-0.0276;0.1852
151;3;104.4;0.0;-0.039;0.02
151;4;104.4;0.13316155;-0.0743;0.0516
151;2;104.4;0.579002969;-0.0306;0.0537
151;1;104.4;0.690858869;-0.0304;0.0707
151;5;104.4;0.875712886;-0.0065;0.0289
151;3;105.32;0.0;-0.0611;0.0117
151;4;105.32;-0.988780631;-0.0278;-0.0286
151;1;105.32;0.076927667;-0.0675;0.0184
151;5;105.32;0.352647011;-0.0206;0.0124
151;2;105.32;0.378645022;-0.0464;0.0296
151;3;106.36;0.0;-0.0459;-0.0232
151;2;106.36;0.0;-0.0459;-0.0232
151;4;106.36;0.028276633;-0.0389;-0.0183
151;5;106.36;0.512246943;-0.0271;0.0012
151;1;106.36;0.906247408;-0.0303;0.0142
151;3;106.72;0.0;-0.0143;-0.0019
151;2;106.72;-0.20089259;-0.0399;-0.0138
151;4;106.72;-0.200526244;-0.0055;-0.0019
151;5;106.72;0.215234679;-0.0204;0.0017
151;1;106.72;0.411577238;-0.0223;0.0064
151;3;107.12;0.0;-0.0316;-0.0097
151;2;107.12;0.012536545;-0.0358;-0.0105
151;1;107.12;0.158659406;-0.0514;-0.0072
151;4;107.12;0.254034995;-0.0502;-0.0022
151;5;107.12;0.470022486;-0.023;0.004
151;3;107.64;0.0;-0.0514;-0.0176
151;2;107.64;-0.448838554;-0.0529;-0.0522
151;4;107.64;-0.197581089;-0.0733;-0.0427
151;1;107.64;0.160580341;-0.0544;-0.0093
151;5;107.64;0.445608283;-0.0456;0.0053
151;3;108.88;0.0;-0.0871;-0.1065
151;4;108.88;-0.317302574;-0.0419;-0.1086
151;2;108.88;-0.249722107;-0.0495;-0.1063
151;1;108.88;-0.004507939;-0.0846;-0.1044
151;5;108.88;0.100347823;-0.1054;-0.1053
151;3;110.08;0.0;0.009;-0.1357
151;2;110.08;-0.185777812;0.0198;-0.0769
151;1;110.08;0.063551991;0.0003;-0.1122
151;4;110.08;0.08125471;-0.0015;-0.0998
151;5;110.08;0.399687823;-0.0601;-0.1735
151;3;110.6;0.0;0.0318;-0.0494
151;5;110.6;-0.64496962;0.0157;-0.0058
151;4;110.6;-0.224773438;0.0625;-0.0611
151;1;110.6;-0.061945179;0.0444;-0.0604
151;2;110.6;0.037336608;0.0572;-0.0966
151;3;111.24;0.0;0.0731;-0.07
151;4;111.24;-0.380166094;0.0674;-0.0272
151;1;111.24;-0.37668482;0.0893;-0.0364
151;5;111.24;-0.004219994;0.0753;-0.0715
151;2;111.24;0.081496104;0.0306;-0.0345
151;3;111.6;0.0;0.0268;-0.027
151;2;111.6;-0.549773874;0.0836;-0.0204
151;4;111.6;-0.446091678;0.0196;-0.007
151;1;111.6;-0.049223359;0.0287;-0.0262
151;5;111.6;-0.016741321;0.035;-0.0341
151;3;112.44;0.0;0.1015;-0.0184
151;4;112.44;-0.246436654;0.0372;0.0025
151;2;112.44;0.025157632;0.0839;-0.0174
151;1;112.44;0.225154819;0.0897;-0.0384
151;5;112.44;0.293329889;0.053;-0.0271
151;3;113.04;0.0;0.082;0.0122
151;2;113.04;-0.316825442;0.0457;0.0229
151;4;113.04;-0.287026869;0.1094;0.0508
151;1;113.04;-0.099370157;0.0563;0.0142
151;5;113.04;-0.06869981;0.0373;0.0082
151;3;113.96;0.0;0.0411;0.068
151;4;113.96;-0.326219713;0.0456;0.2064
151;2;113.96;-0.122157364;0.0799;0.1782
151;1;113.96;-0.067628701;0.0778;0.1509
151;5;113.96;0.124501233;0.1367;0.1732
151;3;114.4;0.0;0.0259;0.0683
151;4;114.4;-1.144539219;-0.0451;0.0454
151;2;114.4;-0.907081535;-0.0338;0.0558
151;5;114.4;-0.870766585;-0.039;0.07
151;1;114.4;-0.371076437;-0.0005;0.058
151;3;114.8;0.0;0.0137;0.0466
151;2;114.8;-1.286257066;-0.0586;0.0376
151;5;114.8;-0.977674777;-0.0463;0.0559
151;4;114.8;-0.921667377;-0.0428;0.058
151;1;114.8;-0.680726377;-0.0145;0.0348
151;3;115.36;0.0;-0.0712;0.1241
151;4;115.36;-0.440281248;-0.0431;0.0301
151;1;115.36;-0.201262967;-0.0488;0.0554
151;5;115.36;0.028166846;-0.0313;0.0583
151;2;115.36;0.150866383;-0.0256;0.066
151;3;115.8;0.0;-0.0417;0.0523
151;4;115.8;-0.962238736;-0.0263;-0.0017
151;5;115.8;-0.731595671;-0.0686;0.0115
151;2;115.8;-0.275203903;-0.0549;0.0394
151;1;115.8;-0.031973612;-0.0337;0.0396
151;3;117.12;0.0;-0.2139;-0.1045
151;5;117.12;-0.593261664;-0.1162;-0.2015
151;2;117.12;-0.066790171;-0.2062;-0.1184
151;4;117.12;-0.029419284;-0.1606;-0.0844
151;1;117.12;0.223119518;-0.1919;-0.0452
151;3;118.08;0.0;0.0069;-0.0965
151;5;118.08;-0.147795002;0.0186;-0.0835
151;2;118.08;-0.092631368;0.0189;-0.1142
151;4;118.08;0.489504141;-0.0407;-0.0916
151;1;118.08;0.649728479;-0.0581;-0.089
151;3;118.92;0.0;-0.0322;-0.044
151;2;118.92;-0.700828801;0.0068;-0.0983
151;4;118.92;-0.486063519;-0.0162;-0.1104
151;1;118.92;-0.125484484;-0.0402;-0.0725
151;5;118.92;-0.106443961;-0.0262;-0.0452
151;3;120.0;0.0;0.1092;-0.0631
151;2;120.0;0.066968801;0.11;-0.0738
151;5;120.0;0.160247232;0.0575;-0.0469
151;1;120.0;0.238378879;0.0843;-0.0805
151;4;120.0;0.337363777;0.0504;-0.0587
151;3;120.68;0.0;0.0669;-0.0237
151;2;120.68;-0.29328449;0.0826;-0.0039
151;5;120.68;0.081977219;0.0505;-0.0227
151;1;120.68;0.551626399;0.0371;-0.046
151;4;120.68;0.802201823;0.0183;-0.0401
151;3;121.08;0.0;0.0496;0.0131
151;2;121.08;0.109202288;0.0393;0.0059
151;5;121.08;0.348021847;0.0211;-0.0019
151;4;121.08;0.419135407;0.0844;-0.0137
151;1;121.08;0.49629208;0.0478;-0.0116
151;3;122.44;0.0;0.1321;0.2432
151;2;122.44;0.278916179;0.156;0.1588
151;5;122.44;0.452421555;0.1583;0.1132
151;4;122.44;0.503283502;0.2364;0.1515
151;1;122.44;0.656891751;0.185;0.0818
151;3;123.56;0.0;-0.0781;0.0863
151;4;123.56;0.55115866;-0.0274;0.1469
151;2;123.56;0.602965239;-0.0197;0.1477
151;1;123.56;0.820171258;0.0129;0.1521
151;5;123.56;0.829138151;0.0145;0.1545
151;3;124.2;0.0;-0.1174;0.0595
151;4;124.2;0.010756341;-0.147;0.0765
151;5;124.2;0.299057782;-0.1061;0.1025
151;2;124.2;0.404750317;-0.0961;0.1148
151;1;124.2;0.53919479;-0.0505;0.0801
151;3;124.76;0.0;-0.0816;-0.0043
151;4;124.76;-0.12429691;-0.1029;-0.0184
151;2;124.76;0.208870105;-0.1219;0.0192
151;5;124.76;0.278664981;-0.0935;0.0215
151;1;124.76;0.555748193;-0.0894;0.0492
151;3;125.24;0.0;-0.0575;-0.0473
151;4;125.24;-0.171699128;-0.0439;-0.051
151;2;125.24;0.267489944;-0.0592;-0.0265
151;5;125.24;0.410958928;-0.0748;-0.0213
151;1;125.24;0.68397025;-0.0681;-0.0003
151;3;125.68;0.0;-0.0292;-0.0277
151;4;125.68;-0.416171352;-0.0337;-0.0807
151;5;125.68;-0.22752348;-0.0365;-0.0552
151;2;125.68;0.017582093;-0.0558;-0.0511
151;1;125.68;0.152230386;-0.0533;-0.037
151;3;127.08;0.0;-0.0279;-0.0577
151;2;127.08;-0.07248829;-0.0526;-0.1325
151;5;127.08;0.04355188;-0.0651;-0.1209
151;4;127.08;0.316335124;-0.0578;-0.06
151;1;127.08;0.51691458;-0.1091;-0.0752
151;3;127.44;0.0;-0.0175;-0.0421
151;4;127.44;-0.990273359;0.0131;-0.0193
151;5;127.44;-0.990273359;0.0131;-0.0193
151;2;127.44;-0.618234387;0.0073;-0.032
151;1;127.44;0.099993846;-0.0105;-0.0195
151;3;128.56;0.0;0.0703;-0.1446
151;2;128.56;-0.493430626;0.1026;-0.074
151;4;128.56;0.072613929;0.023;-0.0576
151;5;128.56;0.072613929;0.023;-0.0576
151;1;128.56;0.188457635;0.0272;-0.1006
151;3;129.2;0.0;0.0166;-0.0264
151;5;129.2;-1.312362648;0.008;0.0025
151;1;129.2;-0.345033263;0.0609;-0.0477
151;2;129.2;-0.22912159;0.0299;-0.0296
151;4;129.2;0.225891034;0.0137;-0.0393
151;3;129.88;0.0;0.0682;-0.0447
151;4;129.88;-0.132133081;0.1111;-0.0534
151;5;129.88;-0.020407711;0.0383;-0.024
151;2;129.88;0.120707546;0.0557;-0.047
151;1;129.88;0.620479647;0.0149;-0.0384
151;3;130.6;0.0;0.1233;0.009
151;2;130.6;-0.339546961;0.1472;0.0644
151;1;130.6;-0.157375777;0.1506;0.0353
151;4;130.6;-0.10378988;0.1871;0.0334
151;5;130.6;0.273358844;0.155;-0.0315
151;3;131.16;0.0;0.1024;0.0549
151;2;131.16;-0.412781283;0.0784;0.0998
151;4;131.16;-0.282053553;0.0902;0.0882
151;5;131.16;0.099513274;0.1048;0.0434
151;1;131.16;0.12482261;0.0972;0.0374
151;3;131.76;0.0;0.0546;0.028
151;2;131.76;-1.328186498;-0.0174;0.0739
151;1;131.76;-0.445395207;0.0437;0.0573
151;5;131.76;-0.104286116;0.0518;0.0338
151;4;131.76;0.007894263;0.0173;0.0087
151;3;132.56;0.0;-0.0309;0.0015
151;2;132.56;0.928993153;-0.0615;0.0912
151;1;132.56;1.116723937;-0.0307;0.0715
151;5;132.56;1.442460729;-0.0044;0.055
151;4;132.56;1.485270599;-0.0015;0.0405
151;3;133.08;0.0;-0.0597;0.0904
151;2;133.08;-0.925740449;-0.0553;0.0034
151;1;133.08;-0.168009413;-0.0501;0.0536
151;5;133.08;-0.149547402;-0.078;0.0866
151;4;133.08;0.006166966;-0.0475;0.0729
151;3;134.12;0.0;-0.086;0.1442
151;2;134.12;-0.46098608;-0.114;0.0734
151;4;134.12;-0.228029097;-0.1425;0.1482
151;5;134.12;-0.108468929;-0.097;0.1286
151;1;134.12;0.356737153;-0.0151;0.0825
151;3;134.84;0.0;-0.1076;0.0082
151;2;134.84;-0.373125372;-0.1029;-0.0315
151;5;134.84;-0.212463764;-0.0918;-0.0126
151;1;134.84;-0.077066184;-0.0995;-0.0001
151;4;134.84;-0.044241664;-0.0754;0.0024
151;3;135.88;0.0;-0.1135;-0.109
151;2;135.88;-0.067270842;-0.0678;-0.0745
151;5;135.88;0.041517654;-0.0438;-0.0387
151;4;135.88;0.043424884;-0.1402;-0.1234
151;1;135.88;0.377749519;-0.1441;-0.0588
151;3;136.4;0.0;-0.0305;-0.0187
151;2;136.4;-0.90781602;-0.0043;-0.0379
151;5;136.4;-0.656423664;-0.0082;-0.0215
151;1;136.4;-0.453122968;-0.0264;-0.0414
151;4;136.4;-0.338774088;-0.0203;-0.025
151;3;136.8;0.0;-0.0097;-0.0162
151;5;136.8;-0.281259015;-0.0056;-0.0212
151;1;136.8;-0.02974251;-0.0213;-0.0381
151;2;136.8;0.002976942;-0.0214;-0.0355
151;4;136.8;0.640236936;-0.0114;-0.0047
151;3;138.04;0.0;0.0552;-0.1519
151;1;138.04;0.154960843;0.0318;-0.1622
151;2;138.04;0.181478698;0.0283;-0.1678
151;4;138.04;0.333565363;0.0016;-0.1067
151;5;138.04;0.423888444;-0.0132;-0.1749
151;3;138.84;0.0;0.1462;-0.0502
151;1;138.84;0.212929119;0.09;-0.0544
151;4;138.84;0.249051258;0.133;-0.0871
151;2;138.84;0.25574366;0.1073;-0.0713
151;5;138.84;0.527529827;0.1003;-0.1161
151;3;139.76;0.0;0.1301;0.0343
151;1;139.76;0.316967715;0.1215;-0.0072
151;5;139.76;0.414301629;0.1318;-0.0208
151;2;139.76;0.481283343;0.1487;-0.0338
151;4;139.76;0.554147657;0.1156;-0.0353
151;3;140.52;0.0;0.0633;0.0505
151;2;140.52;0.146192614;0.0426;0.0248
151;5;140.52;0.234074766;0.0915;0.043
151;1;140.52;0.527900535;0.0662;0.0097
151;4;140.52;0.554339327;0.0418;0.005
151;3;141.52;0.0;-0.0274;0.2094
151;1;141.52;0.218453285;0.0162;0.1829
151;5;141.52;0.321161651;0.0405;0.2094
151;2;141.52;0.557705071;0.071;0.1558
151;4;141.52;0.81369117;0.0703;0.0863
151;3;142.16;0.0;-0.0903;0.0801
151;1;142.16;0.220674688;-0.0622;0.0863
151;5;142.16;0.315615401;-0.0559;0.0955
151;4;142.16;0.991251846;0.0079;0.0537
151;2;142.16;1.961618248;0.0303;0.0148
151;3;143.32;0.0;-0.1672;-0.0031
151;1;143.32;0.215835027;-0.1941;0.0388
151;5;143.32;0.398769618;-0.1879;0.0751
151;2;143.32;0.688154683;-0.2246;0.1778
151;4;143.32;0.848669605;-0.1067;0.1167
151;3;144.28;0.0;-0.0446;-0.042
151;5;144.28;0.263246777;-0.0761;-0.0408
151;1;144.28;0.438705338;-0.0711;-0.0233
151;2;144.28;0.552538987;-0.1269;-0.0261
151;4;144.28;1.11999105;-0.0993;0.0379
151;3;145.32;0.0;-0.0267;-0.0613
151;1;145.32;0.065589992;-0.0419;-0.0812
151;2;145.32;0.102916091;-0.047;-0.0833
151;5;145.32;0.408500181;-0.0732;-0.0684
151;4;145.32;0.941012173;-0.0638;-0.0142
151;3;146.52;0.0;-0.0116;-0.0749
151;2;146.52;-0.378485364;0.0357;-0.1561
151;1;146.52;-0.184050811;0.0044;-0.1447
151;4;146.52;-0.029297443;-0.0172;-0.1376
151;5;146.52;-0.012162383;-0.0196;-0.1376
151;3;147.16;0.0;0.0108;-0.0222
151;1;147.16;-0.359961271;0.0432;-0.0409
151;5;147.16;-0.076498541;0.0272;-0.0465
151;4;147.16;0.139821661;0.0155;-0.0479
151;2;147.16;0.213740333;0.0087;-0.0357
151;3;147.8;0.0;0.026;-0.0341
151;2;147.8;-0.400662545;0.0487;-0.0278
151;4;147.8;-0.085200998;0.0458;-0.0505
151;1;147.8;0.04972967;0.0298;-0.0434
151;5;147.8;0.120790186;0.0426;-0.0726
151;3;148.16;0.0;0.0106;-0.0138
151;2;148.16;-0.581938454;0.0444;-0.0154
151;5;148.16;-0.468037549;0.0533;-0.0256
151;4;148.16;-0.279110105;0.0307;-0.0227
151;1;148.16;-0.242748766;0.0217;-0.0173
151;3;148.72;0.0;0.074;-0.0569
151;5;148.72;-0.561156921;0.0465;-0.0044
151;1;148.72;-0.434066852;0.0804;-0.0181
151;4;148.72;-0.340918969;0.0713;-0.0232
151;2;148.72;0.751596198;0.0037;-0.0224
151;3;150.4;0.0;0.2598;0.087
151;4;150.4;-0.220342;0.1824;0.1102
151;5;150.4;-0.09351895;0.2011;0.089
151;1;150.4;0.109006517;0.1821;0.0396
151;2;150.4;0.306003315;0.0642;0.0011
151;3;151.2;0.0;-0.0053;0.1031
151;4;151.2;-0.117140678;-0.0074;0.0435
151;5;151.2;0.106435608;0.0036;0.0653
151;1;151.2;0.492851761;0.0345;0.073
151;2;151.2;1.341005909;0.0509;0.0147
151;3;152.32;0.0;-0.1059;0.1222
151;5;152.32;0.213908769;-0.0952;0.1742
151;4;152.32;0.271566907;-0.0688;0.1452
151;1;152.32;0.489824792;-0.0442;0.1938
151;2;152.32;0.797809028;0.0217;0.2585
151;3;152.72;0.0;-0.0564;0.0284
151;5;152.72;-0.20627455;-0.0785;0.0209
151;4;152.72;0.266930527;-0.0556;0.0501
151;2;152.72;0.317178572;-0.0576;0.0574
151;1;152.72;0.378644188;-0.0511;0.0576
151;3;153.36;0.0;-0.1342;-0.0388
151;5;153.36;-0.091042063;-0.1359;-0.0531
151;2;153.36;0.225638247;-0.1432;-0.008
151;4;153.36;0.270612346;-0.0923;-0.001
151;1;153.36;0.292001712;-0.1421;0.0015
151;3;154.08;0.0;-0.0829;-0.0882
151;5;154.08;-0.160467324;-0.0755;-0.1118
151;2;154.08;-0.004313338;-0.0861;-0.0924
151;4;154.08;0.025351722;-0.0797;-0.0806
151;1;154.08;0.073812352;-0.0973;-0.0893
151;3;154.96;0.0;-0.0004;-0.1097
151;5;154.96;-0.401290967;0.0428;-0.1019
151;1;154.96;0.038371006;-0.0056;-0.1332
151;2;154.96;0.317117096;-0.0202;-0.0608
151;4;154.96;0.454758901;-0.0453;-0.0918
151;3;155.48;0.0;0.0105;-0.061
151;2;155.48;-0.478457866;0.0647;-0.0853
151;5;155.48;-0.436578293;0.0507;-0.073
151;1;155.48;-0.432716445;0.0591;-0.0858
151;4;155.48;-0.140720853;0.0284;-0.0883
151;3;156.84;0.0;0.144;-0.0816
151;2;156.84;-0.275959385;0.2186;-0.0534
151;5;156.84;-0.243055545;0.18;-0.0503
151;1;156.84;-0.207643999;0.1676;-0.0533
151;4;156.84;0.173749686;0.1217;-0.1003
151;3;159.56;0.0;0.2187;0.1944
151;2;159.56;-0.551308214;0.0856;0.2839
151;5;159.56;-0.307286869;0.1679;0.2821
151;1;159.56;-0.172705479;0.1505;0.1894
151;4;159.56;-0.048298037;0.2029;0.1987
151;3;160.88;0.0;-0.0956;0.1203
151;2;160.88;-0.214352748;-0.1196;0.0977
151;5;160.88;0.014381925;-0.0871;0.1129
151;1;160.88;0.06005786;-0.0734;0.1047
151;4;160.88;0.189524962;-0.0747;0.1428
151;3;161.68;0.0;-0.144;0.0239
151;2;161.68;-0.343296324;-0.1538;-0.0278
151;5;161.68;0.016346812;-0.1548;0.0283
151;4;161.68;0.108816755;-0.1056;0.0296
151;1;161.68;0.292245157;-0.1506;0.074
151;3;163.36;0.0;-0.1432;-0.1348
151;2;163.36;-0.043358191;-0.1163;-0.1194
151;1;163.36;0.133813318;-0.1926;-0.1379
151;5;163.36;0.159128003;-0.1623;-0.1101
151;4;163.36;0.309308546;-0.1749;-0.0836
151;3;163.84;0.0;-0.0075;-0.0129
151;2;163.84;-0.606351409;0.006;-0.0751
151;5;163.84;0.074324249;-0.0109;-0.0159
151;1;163.84;0.147556568;-0.0175;-0.0219
151;4;163.84;0.819934304;-0.0171;-0.0039
151;3;165.72;0.0;0.2401;-0.2181
151;2;165.72;-0.003989917;0.1972;-0.1777
151;5;165.72;0.184912701;0.1899;-0.2506
151;4;165.72;0.306370873;0.1421;-0.2442
151;1;165.72;0.312534443;0.1129;-0.1968
151;3;166.12;0.0;0.0522;0.0141
151;4;166.12;0.504099675;0.0351;-0.0086
151;2;166.12;0.591349801;0.0518;-0.0176
151;5;166.12;0.706971639;0.0276;-0.0131
151;1;166.12;0.896236783;0.0131;-0.0096
151;3;166.92;0.0;0.0831;0.048
151;2;166.92;0.198893929;0.1045;0.0352
151;1;166.92;0.235316721;0.0957;0.0284
151;5;166.92;0.630121731;0.0684;-0.0073
151;4;166.92;0.712251166;0.0797;-0.0152
151;3;168.44;0.0;0.0506;0.1747
151;4;168.44;0.198503123;0.1047;0.2009
151;2;168.44;0.240397977;0.0974;0.1692
151;5;168.44;0.384797874;0.1337;0.1699
151;1;168.44;0.408940201;0.1327;0.1605
151;3;169.48;0.0;-0.0489;0.0827
151;4;169.48;0.070345703;-0.0223;0.0446
151;5;169.48;0.141901646;-0.0294;0.0711
151;2;169.48;0.236455391;-0.0314;0.1024
151;1;169.48;0.529291153;-0.0006;0.1276
151;3;170.84;0.0;-0.0604;0.067
151;1;170.84;-0.274903166;-0.1276;0.0804
151;4;170.84;-0.10448178;-0.1187;0.1068
151;2;170.84;0.007573097;-0.1148;0.1293
151;5;170.84;0.175698301;-0.0767;0.1229
151;3;171.56;0.0;-0.0252;0.0195
151;1;171.56;-0.88468348;-0.0965;-0.0222
151;2;171.56;-0.831367073;-0.1037;-0.0181
151;4;171.56;-0.671684663;-0.0686;-0.0009
151;5;171.56;-0.654609424;-0.1011;0.0004
151;3;172.56;0.0;-0.0755;0.0158
151;1;172.56;-0.963351056;-0.0925;-0.0874
151;2;172.56;-0.664042357;-0.1224;-0.0603
151;5;172.56;-0.533675883;-0.0904;-0.0307
151;4;172.56;-0.226699715;-0.0882;-0.0018
151;3;174.44;0.0;-0.0627;-0.3414
151;1;174.44;-0.420079532;0.05;-0.2057
151;5;174.44;-0.358815324;0.0561;-0.3133
151;2;174.44;-0.204127686;0.0045;-0.2
151;4;174.44;-0.146272076;-0.0104;-0.294
151;3;175.36;0.0;0.1595;-0.0296
151;5;175.36;-0.36464129;0.1698;0.0311
151;4;175.36;0.16096083;0.1639;-0.0588
151;2;175.36;0.240464819;0.1243;-0.0561
151;1;175.36;0.367691376;0.1303;-0.0801
151;3;177.36;0.0;0.094;0.2276
151;5;177.36;-0.20513795;0.0405;0.2146
151;4;177.36;0.116625783;0.1385;0.2486
151;1;177.36;0.434803641;0.1938;0.1785
151;2;177.36;0.478700979;0.2013;0.1697
151;3;179.0;0.0;-0.0433;0.087
151;4;179.0;-0.240361582;-0.0857;0.1013
151;1;179.0;-0.098066102;-0.1105;0.1763
151;2;179.0;0.155322273;-0.0275;0.0869
151;5;179.0;0.301431394;-0.011;0.068
151;3;179.76;0.0;-0.1286;0.0315
151;5;179.76;0.068013241;-0.1404;0.0447
151;1;179.76;0.117005752;-0.1345;0.0502
151;4;179.76;0.139801935;-0.0353;0.0141
151;2;179.76;0.152124222;-0.1363;0.0564
151;3;180.36;0.0;-0.1042;-0.0256
151;1;180.36;-0.354110063;-0.0851;-0.0576
151;2;180.36;0.068189876;-0.0877;-0.0153
151;5;180.36;0.364366492;-0.0685;0.0085
151;4;180.36;0.52184914;-0.035;0.0101
151;3;181.2;0.0;-0.0872;-0.0792
151;1;181.2;-0.095623036;-0.06;-0.066
151;2;181.2;-0.008541586;-0.0605;-0.0559
151;5;181.2;0.180874797;-0.0553;-0.0344
151;4;181.2;0.540198353;-0.0816;-0.0163
151;3;182.16;0.0;-0.0334;-0.1404
151;1;182.16;-0.315036422;0.0147;-0.18
151;2;182.16;0.005707008;-0.0432;-0.1771
151;5;182.16;0.145374047;-0.0608;-0.1527
151;4;182.16;0.154027376;-0.0923;-0.2261
151;3;182.8;0.0;0.0147;-0.0298
151;4;182.8;-0.297120004;0.084;-0.0892
151;1;182.8;-0.255492983;0.0692;-0.0799
151;5;182.8;-0.130841869;0.0419;-0.0627
151;2;182.8;0.096000484;0.0285;-0.0752
151;3;183.52;0.0;0.1032;-0.068
151;1;183.52;-0.34565707;0.1176;-0.0284
151;5;183.52;-0.069955939;0.105;-0.0591
151;2;183.52;-0.062743197;0.1036;-0.0593
151;4;183.52;-0.0531246;0.0745;-0.0436
151;3;184.6;0.0;0.2146;0.0062
151;2;184.6;-0.289672751;0.1974;0.0651
151;1;184.6;-0.220219425;0.1368;0.0348
151;4;184.6;-0.190744027;0.1326;0.0296
151;5;184.6;-0.03170142;0.1731;0.0105
151;3;185.36;0.0;0.0687;0.0874
151;1;185.36;-0.002314546;0.0557;0.0712
151;2;185.36;0.004733126;0.0658;0.0829
151;5;185.36;0.1480848;0.0499;0.0471
151;4;185.36;0.234705877;0.0457;0.0362
151;3;186.28;0.0;-0.0298;0.1286
151;4;186.28;0.050032667;-0.0341;0.1899
151;5;186.28;0.064495834;-0.0262;0.1591
151;2;186.28;0.104467981;-0.0123;0.0993
151;1;186.28;0.19308912;-0.0072;0.2079
151;3;187.44;0.0;-0.1031;0.0687
151;4;187.44;0.026093282;-0.1341;0.0945
151;1;187.44;0.076603854;-0.1282;0.1004
151;2;187.44;0.172819407;-0.0723;0.0688
151;5;187.44;0.284130941;-0.0695;0.0827
151;3;188.44;0.0;-0.0427;0.0288
151;1;188.44;-0.334588266;-0.0967;0.0256
151;4;188.44;-0.264299632;-0.0571;0.0195
151;5;188.44;-0.211093496;-0.0771;0.031
151;2;188.44;0.439573219;-0.0476;0.0798
151;3;189.0;0.0;-0.0251;-0.0019
151;4;189.0;-0.396517873;-0.0331;-0.0169
151;1;189.0;-0.315414411;-0.0558;-0.023
151;2;189.0;-0.016965498;-0.0582;-0.0054
151;5;189.0;0.420360387;-0.0284;0.0102
151;3;189.48;0.0;-0.0579;-0.0477
151;1;189.48;-0.009070103;-0.0485;-0.0407
151;4;189.48;0.1086489;-0.0584;-0.0383
151;5;189.48;0.310126315;-0.0791;-0.0315
151;2;189.48;0.524204884;-0.0655;-0.0109
151;3;190.16;0.0;-0.0686;-0.065
151;4;190.16;-0.16673075;-0.08;-0.1062
151;1;190.16;-0.145007586;-0.0613;-0.0778
151;5;190.16;0.056105968;-0.0937;-0.0793
151;2;190.16;0.328944045;-0.0834;-0.0382
151;3;191.2;0.0;-0.0013;-0.1866
151;5;191.2;0.068452717;-0.0141;-0.1866
151;1;191.2;0.188574239;-0.0226;-0.1141
151;4;191.2;0.190239612;-0.0203;-0.1016
151;2;191.2;0.298014401;-0.047;-0.1493
151;3;192.32;0.0;0.1641;-0.0856
151;5;192.32;0.0064564;0.1908;-0.1011
151;4;192.32;0.250254433;0.0504;-0.0452
151;1;192.32;0.262066656;0.1617;-0.1485
151;2;192.32;0.305707363;0.1346;-0.1349
151;3;192.84;0.0;0.0745;0.0092
151;5;192.84;0.098600804;0.0824;0.002
151;2;192.84;0.153056155;0.0861;-0.0026
151;1;192.84;0.168291163;0.099;-0.0045
151;4;192.84;0.460323953;0.1311;-0.046
151;3;193.36;0.0;0.082;0.0512
151;5;193.36;-0.13481223;0.0837;0.0695
151;2;193.36;0.1087167;0.0709;0.0342
151;1;193.36;0.283749929;0.0952;0.0268
151;4;193.36;0.346530649;0.1145;0.0246
151;3;194.0;0.0;0.0394;0.1232
151;5;194.0;-0.060484902;0.0309;0.1215
151;2;194.0;0.332104562;0.0576;0.0771
151;1;194.0;0.404508649;0.0591;0.0682
151;4;194.0;0.559150414;0.098;0.0829
151;3;194.52;0.0;-0.0161;0.107
151;5;194.52;-0.226722342;-0.0415;0.1051
151;2;194.52;0.080451611;-0.0061;0.0884
151;4;194.52;0.107704344;-0.004;0.096
151;1;194.52;0.328342218;0.0167;0.0923
151;3;195.2;0.0;-0.0772;0.0851
151;5;195.2;-0.092304509;-0.0836;0.0766
151;2;195.2;-0.047244149;-0.0717;0.0719
151;4;195.2;0.119044481;-0.0319;0.0449
