Run,Generation,Best X Value,Best Fitness Value
1,0,[ 0.09890119  0.71406883  0.31876993 -0.15058541  0.77308059  0.4095787 ],1.0667758150727444
1,1,[ 0.05930596  0.49878053  0.73531171  0.6625742  -0.28648721 -0.08180681],0.6798483326772705
1,2,[ 0.05115094  0.57525377  0.64768906  0.70197084 -0.22218568 -0.0136245 ],0.5773729913645119
1,3,[ 0.02356773  0.4010996   0.7574461   0.53463928 -0.13573201 -0.01605606],0.5228617336440515
1,4,[-0.08538251  0.75150005  0.68803465  0.69059048 -0.02218377 -0.06482023],0.477684720262819
1,5,[ 0.01604367  0.82205436  0.68399393  0.66074977  0.06454532 -0.02108141],0.4719283849553756
1,6,[-0.12237438  0.82259539  0.84607105  0.41901535  0.02424466 -0.03172745],0.45413729667225783
1,7,[-0.12237438  0.82259539  0.84607105  0.41901535  0.02424466 -0.03172745],0.45413729667225783
1,8,[-0.0690727   0.85710001  0.89791685  0.39787103 -0.00552385 -0.00175807],0.44139081394217894
1,9,[-0.07737579  0.9079994   0.84768209  0.41419058 -0.00682867  0.01280916],0.43987573978731825
1,10,[-0.07737579  0.9079994   0.84768209  0.41419058 -0.00682867  0.01280916],0.43987573978731825
1,11,[-0.07737579  0.9079994   0.84768209  0.41419058 -0.00682867  0.01280916],0.43987573978731825
1,12,[-0.04035462  0.89386262  0.95455314  0.25698738 -0.00560173 -0.01829232],0.4362198697078149
1,13,[-0.04035462  0.89386262  0.95455314  0.25698738 -0.00560173 -0.01829232],0.4362198697078149
1,14,[-0.04035462  0.89386262  0.95455314  0.25698738 -0.00560173 -0.01829232],0.4362198697078149
1,15,[-0.04510142  0.98527569  1.          0.18535582 -0.02912206  0.00275794],0.4346673019890325
1,16,[-0.04510142  0.98527569  1.          0.18535582 -0.02912206  0.00275794],0.4346673019890325
1,17,[-0.04510142  0.98527569  1.          0.18535582 -0.02912206  0.00275794],0.4346673019890325
1,18,[-0.04510142  0.98527569  1.          0.18535582 -0.02912206  0.00275794],0.4346673019890325
1,19,[-0.0201141   0.91164624  0.7009816   0.18608961 -0.03441852 -0.01918312],0.43453845088101606
1,20,[-0.0201141   0.91164624  0.7009816   0.18608961 -0.03441852 -0.01918312],0.43453845088101606
1,21,[-0.0201141   0.91164624  0.7009816   0.18608961 -0.03441852 -0.01918312],0.43453845088101606
1,22,[-0.02659417  0.93546423  0.76865182  0.30222266 -0.02593045  0.06467687],0.42740598897327536
1,23,[-0.02659417  0.93546423  0.76865182  0.30222266 -0.02593045  0.06467687],0.42740598897327536
1,24,[-0.02659417  0.93546423  0.76865182  0.30222266 -0.02593045  0.06467687],0.42740598897327536
1,25,[-0.02659417  0.93546423  0.76865182  0.30222266 -0.02593045  0.06467687],0.42740598897327536
1,26,[-0.02659417  0.93546423  0.76865182  0.30222266 -0.02593045  0.06467687],0.42740598897327536
1,27,[-0.02659417  0.93546423  0.76865182  0.30222266 -0.02593045  0.06467687],0.42740598897327536
