Agent_ID;Kick_Time;Velocity_Agent;Velocity_Focal_Agent3;Velocity_Difference
5;114.4;0.182116233;0.166013355;0.016102877999999987
2;114.4;0.148269634;0.166013355;0.01774372099999999
4;114.4;0.145439807;0.166013355;0.020573547999999997
1;114.4;0.13182308;0.166013355;0.03419027499999999
1;114.8;0.09425;0.121430278;0.027180278000000002
2;114.8;0.174063925;0.121430278;0.052633647000000006
4;114.8;0.180205438;0.121430278;0.05877515999999999
5;114.8;0.181461084;0.121430278;0.06003080599999999
1;115.36;0.131836034;0.255489788;0.123653754
2;115.36;0.126412428;0.255489788;0.12907736
5;115.36;0.118162213;0.255489788;0.13732757499999998
4;115.36;0.093875256;0.255489788;0.16161453199999998
2;115.8;0.153579367;0.152021163;0.0015582040000000075
5;115.8;0.158084642;0.152021163;0.0060634790000000105
1;115.8;0.11817854;0.152021163;0.03384262299999999
4;115.8;0.059897467;0.152021163;0.09212369599999998
2;117.12;0.180132654;0.180349911;0.00021725699999999848
5;117.12;0.176215264;0.180349911;0.004134646999999991
1;117.12;0.149357074;0.180349911;0.030992836999999995
4;117.12;0.137444621;0.180349911;0.04290529000000001
4;118.08;0.104411431;0.100777468;0.003633963000000004
1;118.08;0.110714075;0.100777468;0.009936607
5;118.08;0.089110976;0.100777468;0.011666492
2;118.08;0.12057646;0.100777468;0.019798992
5;118.92;0.062195745;0.064909234;0.0027134889999999995
1;118.92;0.098689615;0.064909234;0.033780381
2;118.92;0.117303473;0.064909234;0.05239423900000001
4;118.92;0.13283602;0.064909234;0.067926786
2;120.0;0.122650904;0.116777762;0.005873142000000012
1;120.0;0.107927937;0.116777762;0.008849824999999992
4;120.0;0.071637292;0.116777762;0.04514046999999999
5;120.0;0.068705076;0.116777762;0.04807268599999999
2;120.68;0.12160591;0.10437344;0.01723247
1;120.68;0.086906788;0.10437344;0.017466652
5;120.68;0.081422528;0.10437344;0.022950912000000004
4;120.68;0.064821087;0.10437344;0.039552353
1;121.08;0.122968492;0.128251949;0.005283457000000005
2;121.08;0.099351019;0.128251949;0.028900930000000005
5;121.08;0.052963431;0.128251949;0.075288518
4;121.08;0.213761696;0.128251949;0.085509747
4;122.44;0.206455623;0.203500734;0.002954889000000016
2;122.44;0.163680897;0.203500734;0.039819837
1;122.44;0.148733552;0.203500734;0.054767182
5;122.44;0.143095735;0.203500734;0.06040499899999999
2;123.56;0.133042845;0.103922205;0.02912063999999999
4;123.56;0.133422765;0.103922205;0.029500559999999995
1;123.56;0.136291126;0.103922205;0.03236892100000001
5;123.56;0.138552615;0.103922205;0.034630409999999986
5;124.2;0.230506935;0.205651416;0.024855518999999993
2;124.2;0.233927959;0.205651416;0.028276542999999987
4;124.2;0.258928692;0.205651416;0.05327727600000001
1;124.2;0.147953652;0.205651416;0.05769776400000001
5;124.76;0.171321581;0.145916461;0.025405120000000003
1;124.76;0.182221622;0.145916461;0.036305161
4;124.76;0.18666455;0.145916461;0.040748089000000015
2;124.76;0.220362135;0.145916461;0.07444567399999999
5;125.24;0.162028295;0.155114485;0.0069138099999999925
1;125.24;0.141876377;0.155114485;0.013238107999999998
4;125.24;0.140191616;0.155114485;0.014922869000000005
2;125.24;0.135126131;0.155114485;0.019988353999999986
1;125.68;0.147462875;0.091473532;0.055989343
5;125.68;0.150400464;0.091473532;0.058926932000000015
2;125.68;0.171960769;0.091473532;0.08048723700000002
4;125.68;0.198758804;0.091473532;0.10728527200000001
4;127.08;0.05950836;0.045779529;0.013728831000000004
1;127.08;0.09464717;0.045779529;0.048867641
5;127.08;0.09808061;0.045779529;0.052301081
2;127.08;0.101827711;0.045779529;0.056048182
2;127.44;0.091172489;0.126645344;0.035472855
4;127.44;0.064794309;0.126645344;0.061851035
5;127.44;0.064794309;0.126645344;0.061851035
1;127.44;0.061520096;0.126645344;0.065125248
2;128.56;0.112948228;0.143556464;0.030608235999999997
1;128.56;0.093046682;0.143556464;0.05050978199999999
4;128.56;0.055377013;0.143556464;0.08817945099999999
5;128.56;0.055377013;0.143556464;0.08817945099999999
4;129.2;0.065030417;0.048726958;0.016303458999999992
2;129.2;0.065739669;0.048726958;0.017012711
5;129.2;0.013096136;0.048726958;0.035630822
1;129.2;0.120870257;0.048726958;0.072143299
2;129.88;0.107176426;0.1199168;0.012740373999999999
5;129.88;0.066468148;0.1199168;0.053448652
1;129.88;0.060572706;0.1199168;0.05934409400000001
4;129.88;0.1812751;0.1199168;0.06135829999999999
1;130.6;0.214835792;0.171705598;0.04313019400000001
5;130.6;0.219678365;0.171705598;0.047972767
2;130.6;0.223154295;0.171705598;0.051448697000000015
4;130.6;0.263969176;0.171705598;0.09226357800000004
5;131.16;0.202555422;0.207479483;0.00492406099999998
4;131.16;0.225278173;0.207479483;0.017798690000000006
2;131.16;0.226628179;0.207479483;0.01914869600000002
1;131.16;0.185976806;0.207479483;0.021502676999999998
5;131.76;0.103086803;0.102268166;0.0008186370000000109
1;131.76;0.12010389;0.102268166;0.01783572400000001
2;131.76;0.12653469;0.102268166;0.02426652400000001
4;131.76;0.032274001;0.102268166;0.069994165
4;132.56;0.05065971;0.038670483;0.011989226999999998
5;132.56;0.068969649;0.038670483;0.030299165999999995
1;132.56;0.097265262;0.038670483;0.05859477900000001
2;132.56;0.137498239;0.038670483;0.09882775599999999
5;133.08;0.22413179;0.208334566;0.015797224
4;133.08;0.167326038;0.208334566;0.04100852799999999
1;133.08;0.141093704;0.208334566;0.06724086200000001
2;133.08;0.106546966;0.208334566;0.10178759999999999
5;134.12;0.154885193;0.161440103;0.006554909999999997
2;134.12;0.130371142;0.161440103;0.031068961000000006
4;134.12;0.197687935;0.161440103;0.03624783200000001
1;134.12;0.080644707;0.161440103;0.080795396
2;134.84;0.14946316;0.149877779;0.0004146189999999772
1;134.84;0.138194514;0.149877779;0.011683264999999998
5;134.84;0.128695377;0.149877779;0.02118240199999999
4;134.84;0.104775259;0.149877779;0.04510251999999999
1;135.88;0.149649028;0.151310993;0.0016619650000000152
4;135.88;0.179587998;0.151310993;0.028277004999999994
2;135.88;0.096858428;0.151310993;0.05445256500000001
5;135.88;0.056199682;0.151310993;0.095111311
2;136.4;0.073352214;0.068800479;0.004551735000000001
4;136.4;0.061930542;0.068800479;0.006869937
5;136.4;0.044251249;0.068800479;0.02454923
1;136.4;0.094425231;0.068800479;0.025624752
5;136.8;0.05481788;0.047205005;0.007612874999999998
4;136.8;0.030827139;0.047205005;0.016377866
2;136.8;0.103628242;0.047205005;0.056423236999999994
1;136.8;0.109124356;0.047205005;0.061919351000000004
1;138.04;0.133296669;0.130337776;0.002958893000000018
2;138.04;0.137233637;0.130337776;0.006895861000000003
5;138.04;0.141449521;0.130337776;0.011111745000000006
4;138.04;0.086058061;0.130337776;0.04427971499999998
5;138.84;0.191781533;0.193222993;0.0014414600000000055
4;138.84;0.198728026;0.193222993;0.0055050329999999925
2;138.84;0.161036584;0.193222993;0.032186409
1;138.84;0.131454365;0.193222993;0.06176862800000002
5;139.76;0.145033892;0.146245143;0.0012112509999999965
1;139.76;0.132296898;0.146245143;0.013948244999999998
4;139.76;0.131379954;0.146245143;0.014865189000000001
2;139.76;0.165753314;0.146245143;0.01950817100000002
1;140.52;0.088035363;0.106547591;0.01851222799999999
5;140.52;0.133026576;0.106547591;0.02647898500000001
2;140.52;0.064859213;0.106547591;0.041688378
4;140.52;0.05539208;0.106547591;0.051155510999999994
5;141.52;0.21328059;0.211185037;0.002095553
1;141.52;0.18361604;0.211185037;0.027568996999999984
2;141.52;0.171215186;0.211185037;0.039969851
4;141.52;0.111309389;0.211185037;0.099875648
5;142.16;0.172902186;0.188604171;0.015701984999999974
1;142.16;0.166217469;0.188604171;0.02238670199999998
4;142.16;0.084809357;0.188604171;0.10379481399999999
2;142.16;0.052689622;0.188604171;0.135914549
4;143.32;0.136315376;0.144162703;0.007847327000000015
1;143.32;0.170637945;0.144162703;0.02647524200000001
5;143.32;0.174441567;0.144162703;0.03027886399999999
2;143.32;0.246946272;0.144162703;0.10278356899999999
1;144.28;0.077937971;0.063815666;0.014122305000000002
5;144.28;0.089945067;0.063815666;0.02612940100000001
4;144.28;0.110715496;0.063815666;0.04689983
2;144.28;0.134954419;0.063815666;0.071138753
4;145.32;0.06284726;0.064290765;0.0014435049999999977
1;145.32;0.087858785;0.064290765;0.023568019999999995
2;145.32;0.091965964;0.064290765;0.027675198999999998
5;145.32;0.096330607;0.064290765;0.032039842
4;146.52;0.115559028;0.063160785;0.052398243
5;146.52;0.1158241;0.063160785;0.052663315
1;146.52;0.120639068;0.063160785;0.057478283000000005
2;146.52;0.133441883;0.063160785;0.07028109800000001
2;147.16;0.057413743;0.038574451;0.018839292
4;147.16;0.078664698;0.038574451;0.040090247
5;147.16;0.084173515;0.038574451;0.045599064
1;147.16;0.092952992;0.038574451;0.054378540999999996
1;147.8;0.082259355;0.067002106;0.015257249
2;147.8;0.08761892;0.067002106;0.020616813999999997
4;147.8;0.106524118;0.067002106;0.039522011999999995
5;147.8;0.131524267;0.067002106;0.064522161
1;148.16;0.077089214;0.048336526;0.028752688000000005
4;148.16;0.106058015;0.048336526;0.05772148900000001
2;148.16;0.13054137;0.048336526;0.082204844
5;148.16;0.164247489;0.048336526;0.115910963
1;148.72;0.147164635;0.16669057;0.019525935000000022
4;148.72;0.133892019;0.16669057;0.03279855100000001
5;148.72;0.083406622;0.16669057;0.08328394800000001
2;148.72;0.040542007;0.16669057;0.12614856300000002
5;150.4;0.130901248;0.163083333;0.032182085
4;150.4;0.126848297;0.163083333;0.036235036
1;150.4;0.110926208;0.163083333;0.052157125
2;150.4;0.038219895;0.163083333;0.124863438
1;151.2;0.100927341;0.129045171;0.028117829999999983
5;151.2;0.081748949;0.129045171;0.047296221999999985
2;151.2;0.066225231;0.129045171;0.06281993999999999
4;151.2;0.05515617;0.129045171;0.07388900099999998
4;152.32;0.143459889;0.144377098;0.0009172090000000022
5;152.32;0.177246603;0.144377098;0.03286950499999999
1;152.32;0.17747898;0.144377098;0.033101882
2;152.32;0.231615369;0.144377098;0.08723827099999998
4;152.72;0.187105752;0.157867033;0.029238718999999996
1;152.72;0.192499513;0.157867033;0.03463248000000002
5;152.72;0.203086496;0.157867033;0.045219463000000015
2;152.72;0.203293507;0.157867033;0.04542647400000002
1;153.36;0.22204362;0.218275602;0.003768017999999984
2;153.36;0.22409889;0.218275602;0.005823287999999982
5;153.36;0.227977371;0.218275602;0.009701768999999999
4;153.36;0.144227214;0.218275602;0.07404838800000002
2;154.08;0.175412708;0.168116667;0.007296041000000003
4;154.08;0.157431949;0.168116667;0.01068471800000001
1;154.08;0.183426849;0.168116667;0.015310182000000006
5;154.08;0.18736873;0.168116667;0.019252063000000014
5;154.96;0.125594917;0.12465992;0.0009349970000000069
4;154.96;0.116327953;0.12465992;0.008331966999999996
1;154.96;0.151497347;0.12465992;0.02683742700000001
2;154.96;0.072804292;0.12465992;0.05185562799999999
5;155.48;0.170921298;0.119032869;0.051888429
4;155.48;0.178374585;0.119032869;0.059341716
1;155.48;0.200355176;0.119032869;0.081322307
2;155.48;0.205887637;0.119032869;0.08685476800000001
4;156.84;0.115959822;0.12170075;0.005740927999999992
1;156.84;0.129316998;0.12170075;0.007616247999999992
5;156.84;0.137423481;0.12170075;0.01572273099999999
2;156.84;0.165461633;0.12170075;0.043760883
2;159.56;0.109016231;0.107577481;0.0014387500000000025
4;159.56;0.104407946;0.107577481;0.003169535000000001
5;159.56;0.120692891;0.107577481;0.013115409999999994
1;159.56;0.088939143;0.107577481;0.018638338000000004
2;160.88;0.116994448;0.116409225;0.0005852229999999958
4;160.88;0.122089462;0.116409225;0.005680236999999991
5;160.88;0.10802515;0.116409225;0.008384075000000005
1;160.88;0.096867992;0.116409225;0.019541233000000005
2;161.68;0.195365363;0.182462368;0.012902994999999973
5;161.68;0.196706992;0.182462368;0.014244623999999984
1;161.68;0.209748212;0.182462368;0.027285843999999976
4;161.68;0.137087563;0.182462368;0.04537480500000002
5;163.36;0.116738468;0.117062739;0.000324271000000001
4;163.36;0.115388667;0.117062739;0.0016740719999999987
2;163.36;0.099213978;0.117062739;0.017848761000000005
1;163.36;0.140998788;0.117062739;0.023936049000000015
4;163.84;0.03653979;0.031087075;0.005452715000000004
5;163.84;0.04016135;0.031087075;0.009074275
1;163.84;0.058402489;0.031087075;0.027315414000000003
2;163.84;0.156956873;0.031087075;0.125869798
5;165.72;0.167246739;0.172537007;0.005290267999999987
4;165.72;0.150284597;0.172537007;0.02225241
2;165.72;0.141198239;0.172537007;0.03133876799999999
1;165.72;0.120683331;0.172537007;0.05185367599999999
2;166.12;0.136770794;0.135176967;0.0015938269999999921
4;166.12;0.090345517;0.135176967;0.04483145000000001
5;166.12;0.076377762;0.135176967;0.05879920500000001
1;166.12;0.040602494;0.135176967;0.094574473
1;166.92;0.124781371;0.119958391;0.0048229800000000045
2;166.92;0.137836463;0.119958391;0.017878071999999995
4;166.92;0.101420612;0.119958391;0.018537779000000004
5;166.92;0.085985555;0.119958391;0.03397283599999999
2;168.44;0.12844188;0.119658104;0.008783776000000007
1;168.44;0.137008913;0.119658104;0.01735080900000001
5;168.44;0.142235716;0.119658104;0.02257761200000001
4;168.44;0.149043145;0.119658104;0.029385040999999987
2;169.48;0.10298665;0.09238028;0.010606370000000004
5;169.48;0.073979559;0.09238028;0.018400720999999995
1;169.48;0.122693664;0.09238028;0.030313384
4;169.48;0.047946458;0.09238028;0.044433822
5;170.84;0.106522016;0.066328094;0.04019392199999999
1;170.84;0.110895225;0.066328094;0.044567130999999996
4;170.84;0.117407684;0.066328094;0.051079589999999994
2;170.84;0.127138987;0.066328094;0.060810893000000005
4;171.56;0.095285977;0.044255022;0.051030954999999996
1;171.56;0.137528687;0.044255022;0.093273665
5;171.56;0.140417766;0.044255022;0.096162744
2;171.56;0.146205214;0.044255022;0.101950192
4;172.56;0.088218365;0.07713553;0.011082835000000013
5;172.56;0.095470676;0.07713553;0.01833514600000001
1;172.56;0.127259617;0.07713553;0.050124087
2;172.56;0.136447243;0.07713553;0.059311713
5;174.44;0.169299495;0.1846329;0.015333404999999994
4;174.44;0.156480792;0.1846329;0.02815210799999998
1;174.44;0.112600855;0.1846329;0.07203204499999999
2;174.44;0.106409904;0.1846329;0.07822299599999999
1;175.36;0.166251412;0.176329711;0.010078299000000013
5;175.36;0.187635427;0.176329711;0.011305715999999993
4;175.36;0.189269845;0.176329711;0.012940133999999992
2;175.36;0.14823194;0.176329711;0.028097770999999994
2;177.36;0.131643249;0.123123678;0.00851957099999999
1;177.36;0.131739032;0.123123678;0.008615354000000006
5;177.36;0.109194105;0.123123678;0.013929573
4;177.36;0.142288624;0.123123678;0.019164946000000002
2;179.0;0.055577721;0.059255902;0.0036781810000000026
5;179.0;0.042002415;0.059255902;0.017253486999999998
4;179.0;0.080907489;0.059255902;0.021651587
1;179.0;0.126870215;0.059255902;0.06761431300000001
1;179.76;0.188898478;0.174212762;0.014685716000000015
5;179.76;0.193873665;0.174212762;0.019660903000000007
2;179.76;0.194089652;0.174212762;0.019876890000000008
4;179.76;0.050015579;0.174212762;0.12419718299999999
1;180.36;0.171267903;0.178831081;0.007563178000000004
2;180.36;0.148374339;0.178831081;0.03045674200000001
5;180.36;0.115042263;0.178831081;0.063788818
4;180.36;0.060713581;0.178831081;0.1181175
1;181.2;0.106186205;0.140236276;0.03405007099999999
4;181.2;0.099061998;0.140236276;0.041174277999999995
2;181.2;0.098061281;0.140236276;0.04217499499999999
5;181.2;0.077531447;0.140236276;0.06270482899999999
5;182.16;0.171207447;0.150331376;0.020876071000000024
1;182.16;0.188124221;0.150331376;0.03779284500000002
2;182.16;0.189888291;0.150331376;0.039556915
4;182.16;0.254389631;0.150331376;0.10405825500000002
5;182.8;0.117830527;0.051919456;0.065911071
2;182.8;0.125655411;0.051919456;0.07373595499999999
1;182.8;0.165157433;0.051919456;0.11323797699999999
4;182.8;0.191446998;0.051919456;0.139527542
1;183.52;0.168028694;0.171651384;0.003622689999999984
5;183.52;0.167347049;0.171651384;0.0043043349999999925
2;183.52;0.165793139;0.171651384;0.005858244999999984
4;183.52;0.119889433;0.171651384;0.05176195099999999
2;184.6;0.192460714;0.198786614;0.006325899999999995
5;184.6;0.160572375;0.198786614;0.03821423900000001
1;184.6;0.130700865;0.198786614;0.068085749
4;184.6;0.125799637;0.198786614;0.07298697700000001
2;185.36;0.139262812;0.146274429;0.007011616999999998
1;185.36;0.118945695;0.146274429;0.027328734000000007
5;185.36;0.090286747;0.146274429;0.05598768200000001
4;185.36;0.076710978;0.146274429;0.06956345100000001
5;186.28;0.175263945;0.143486495;0.03177745000000001
2;186.28;0.108759655;0.143486495;0.034726839999999995
4;186.28;0.209714508;0.143486495;0.066228013
1;186.28;0.226113737;0.143486495;0.08262724200000002
5;187.44;0.093125556;0.1068037;0.013678144000000003
2;187.44;0.086037463;0.1068037;0.020766237000000007
1;187.44;0.140375431;0.1068037;0.033571730999999994
4;187.44;0.141424141;0.1068037;0.034620441
4;188.44;0.060337882;0.05150466;0.008833222000000002
5;188.44;0.083098797;0.05150466;0.031594137
2;188.44;0.092918244;0.05150466;0.041413583999999996
1;188.44;0.100031245;0.05150466;0.048526585000000004
5;189.0;0.053885981;0.04494966;0.008936320999999997
4;189.0;0.066365658;0.04494966;0.02141599799999999
2;189.0;0.104374962;0.04494966;0.059425302
1;189.0;0.107775513;0.04494966;0.062825853
4;189.48;0.145497381;0.156287496;0.010790114999999989
2;189.48;0.138334902;0.156287496;0.01795259399999999
5;189.48;0.177377941;0.156287496;0.021090445000000013
1;189.48;0.13190544;0.156287496;0.024382055999999985
2;190.16;0.134900322;0.138976113;0.004075791000000023
1;190.16;0.145658999;0.138976113;0.006682885999999999
5;190.16;0.180518405;0.138976113;0.04154229199999998
4;190.16;0.195529845;0.138976113;0.056553731999999995
5;191.2;0.179934576;0.179427431;0.0005071450000000144
2;191.2;0.150503009;0.179427431;0.028924422000000005
1;191.2;0.111842961;0.179427431;0.06758447
4;191.2;0.099623227;0.179427431;0.079804204
2;192.32;0.170147675;0.165253771;0.0048939040000000045
5;192.32;0.192794819;0.165253771;0.027541048000000012
1;192.32;0.196020558;0.165253771;0.030766787000000018
4;192.32;0.060445835;0.165253771;0.10480793599999999
5;192.84;0.158508208;0.144357508;0.014150700000000016
2;192.84;0.165652399;0.144357508;0.02129489100000001
1;192.84;0.190581192;0.144357508;0.046223684000000015
4;192.84;0.267184601;0.144357508;0.12282709300000003
1;193.36;0.190192988;0.185907338;0.004285650000000002
5;193.36;0.209217512;0.185907338;0.02331017399999999
2;193.36;0.151379871;0.185907338;0.034527467000000006
4;193.36;0.22521694;0.185907338;0.039309602
4;194.0;0.200563233;0.202104407;0.0015411740000000063
5;194.0;0.19588703;0.202104407;0.006217377000000024
2;194.0;0.150375263;0.202104407;0.051729144000000005
1;194.0;0.14100686;0.202104407;0.061097547
5;194.52;0.217301395;0.208085543;0.009215851999999997
4;194.52;0.184775572;0.208085543;0.023309971000000013
1;194.52;0.18038195;0.208085543;0.027703593
2;194.52;0.170404257;0.208085543;0.03768128600000001
5;195.2;0.166744993;0.168969564;0.0022245709999999808
2;195.2;0.149324459;0.168969564;0.019645104999999996
1;195.2;0.197639892;0.168969564;0.028670328000000023
4;195.2;0.080997512;0.168969564;0.087972052
1;195.76;0.160973798;0.163076;0.0021022019999999975
5;195.76;0.146534152;0.163076;0.016541847999999998
2;195.76;0.103259537;0.163076;0.059816463
4;195.76;0.061145527;0.163076;0.101930473
2;196.48;0.102108368;0.100128197;0.001980171000000003
4;196.48;0.11238686;0.100128197;0.012258663000000003
1;196.48;0.135631382;0.100128197;0.03550318499999999
5;196.48;0.151804285;0.100128197;0.05167608800000001
2;197.8;0.129053936;0.119827796;0.009226140000000008
1;197.8;0.130117777;0.119827796;0.01028998099999999
4;197.8;0.135563181;0.119827796;0.015735385000000005
5;197.8;0.066943339;0.119827796;0.052884456999999996
2;198.56;0.090829129;0.123874783;0.03304565400000001
1;198.56;0.084052895;0.123874783;0.039821888
4;198.56;0.063684346;0.123874783;0.060190437
5;198.56;0.049273285;0.123874783;0.074601498
