Run,Generation,Best X Value,Best Fitness Value
1,0,[ 0.98213711  0.87673998 -0.03426518  0.32801012  0.48510995  0.04695684],27.821200000000005
1,1,[-0.15289003  0.47527066  1.          0.41814128  0.3132609   0.12277134],20.930799999999987
1,2,[-0.07516501  0.37042968  0.95489064  0.60903648  0.37409739 -0.07429836],20.1081
1,3,[-0.01295959  0.39236616  1.          0.55870078  0.32223019  0.0943979 ],19.721500000000006
1,4,[-0.01295959  0.39236616  1.          0.55870078  0.32223019  0.0943979 ],19.721500000000006
1,5,[ 0.08950482  0.56930893  1.          0.39432328  0.37164667 -0.0719621 ],19.12720000000002
1,6,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,7,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,8,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,9,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,10,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,11,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,12,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,13,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,14,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,15,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,16,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,17,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,18,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,19,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,20,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,21,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,22,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
1,23,[0.08223348 0.36641854 1.         0.51019157 0.30203756 0.09672588],18.757700000000007
