Run,Generation,Best X Value,Best Fitness Value
1,0,[ 0.92292599 -0.20368611  0.9900134  -0.45195027  0.50558637  0.17201165],2.6407483816456114
1,1,[-0.44874844  0.22353852  0.58065757  0.53253788  0.0689819   0.00504805],0.8143807368944723
1,2,[-0.40200991  0.27935074  0.66067681  0.50541924  0.00495355  0.01711558],0.7161936362577483
1,3,[-0.40200991  0.27935074  0.66067681  0.50541924  0.00495355  0.01711558],0.7161936362577483
1,4,[-0.40200991  0.27935074  0.66067681  0.50541924  0.00495355  0.01711558],0.7161936362577483
1,5,[-0.19687237  0.33943251  0.67335217  0.36462025  0.07097526  0.0120127 ],0.5411313072626811
1,6,[-0.1094191   0.36368904  0.63224457  0.4462486  -0.01893779  0.01676526],0.5081915895308423
1,7,[-0.13164805  0.41904397  0.71150197  0.35984446 -0.00177503  0.02104094],0.4999884857917405
1,8,[-0.07938279  0.45349308  0.64599359  0.3584157   0.00281461 -0.00217496],0.46191467879447085
1,9,[-0.07938279  0.45349308  0.64599359  0.3584157   0.00281461 -0.00217496],0.46191467879447085
1,10,[-0.04629856  0.61965487  0.65777129  0.42130995  0.00646929 -0.00231463],0.4498672989605528
1,11,[-0.04629856  0.61965487  0.65777129  0.42130995  0.00646929 -0.00231463],0.4498672989605528
1,12,[-0.03214371  0.7383215   0.65394471  0.28191862  0.01796005  0.00756021],0.4478044094858203
1,13,[-0.08299808  0.82843767  0.70038917  0.2234181   0.03386479 -0.00289343],0.4386052750473075
1,14,[-0.07380177  0.92374705  0.79863847  0.27674206  0.00769901 -0.00681227],0.43579533092180467
1,15,[-0.07380177  0.92374705  0.79863847  0.27674206  0.00769901 -0.00681227],0.43579533092180467
1,16,[-0.07380177  0.92374705  0.79863847  0.27674206  0.00769901 -0.00681227],0.43579533092180467
1,17,[-0.0401856   0.89120147  0.71177475  0.22983531 -0.00842119 -0.0116471 ],0.4346890528022694
1,18,[-0.0401856   0.89120147  0.71177475  0.22983531 -0.00842119 -0.0116471 ],0.4346890528022694
1,19,[-0.0401856   0.89120147  0.71177475  0.22983531 -0.00842119 -0.0116471 ],0.4346890528022694
1,20,[-0.01707853  1.          0.85838978  0.17542869 -0.00587229 -0.00331322],0.4345817676989268
1,21,[-0.01707853  1.          0.85838978  0.17542869 -0.00587229 -0.00331322],0.4345817676989268
1,22,[-0.01707853  1.          0.85838978  0.17542869 -0.00587229 -0.00331322],0.4345817676989268
1,23,[-0.01707853  1.          0.85838978  0.17542869 -0.00587229 -0.00331322],0.4345817676989268
1,24,[-0.01707853  1.          0.85838978  0.17542869 -0.00587229 -0.00331322],0.4345817676989268
1,25,[-0.01707853  1.          0.85838978  0.17542869 -0.00587229 -0.00331322],0.4345817676989268
1,26,[-0.01707853  1.          0.85838978  0.17542869 -0.00587229 -0.00331322],0.4345817676989268
1,27,[-0.01707853  1.          0.85838978  0.17542869 -0.00587229 -0.00331322],0.4345817676989268
1,28,[-0.01707853  1.          0.85838978  0.17542869 -0.00587229 -0.00331322],0.4345817676989268
1,29,[-0.01707853  1.          0.85838978  0.17542869 -0.00587229 -0.00331322],0.4345817676989268
1,30,[-0.00230296  0.94265142  0.80522964  0.13593538 -0.01735121 -0.0091796 ],0.4328987710709655
1,31,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,32,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,33,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,34,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,35,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,36,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,37,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,38,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,39,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,40,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,41,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,42,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,43,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,44,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,45,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,46,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,47,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,48,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,49,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,50,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,51,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,52,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,53,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,54,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,55,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,56,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,57,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,58,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,59,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,60,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,61,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,62,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
1,63,[-0.06383526  0.91661214  0.77770088  0.20965748  0.00617778 -0.00351376],0.43289827500610506
