Run_ID,Velocity,Loss_Function,Model,Fitness
4,orientation,mse_kicktime,bias_wall_zone_repulsion_alignment_domain,0.5174204394147612
4,orientation,mse_kicktime,bias_wall_zone_repulsion_alignment_zone,0.5204986591764887
4,orientation,mse_kicktime,bias_wall_zone_repulsion_zone,0.5187558197072135
4,orientation,mse_trajectory,bias_zero,1.1095266102338492
4,orientation,mse_trajectory,bias_random,1.0535575998382314
4,orientation,mse_trajectory,bias_wall,1.17624146760137
4,orientation,mse_trajectory,bias_positive,5.2075528188017
4,orientation,mse_trajectory,bias_negative,1.8357140312101181
4,orientation,mse_trajectory,bias_wall_zone_alignment_domain,1.201509407701115
4,orientation,mse_trajectory,bias_wall_zone_alignment_zone,1.159422983224729
4,orientation,mse_trajectory,bias_wall_zone_repulsion_alignment_domain,1.1382285420660894
4,orientation,mse_trajectory,bias_wall_zone_repulsion_alignment_zone,1.1693086610108467
4,orientation,mse_trajectory,bias_wall_zone_repulsion_zone,2.761282460152823
4,distance,cosine,bias_zero,15.723899999999993
4,distance,cosine,bias_random,15.407899999999993
4,distance,cosine,bias_wall,15.847899999999996
4,distance,cosine,bias_positive,15.65109999999999
4,distance,cosine,bias_negative,15.96129999999999
4,distance,cosine,bias_wall_zone_alignment_domain,15.803799999999995
4,distance,cosine,bias_wall_zone_alignment_zone,15.770400000000004
4,distance,cosine,bias_wall_zone_repulsion_alignment_domain,15.788000000000004
4,distance,cosine,bias_wall_zone_repulsion_alignment_zone,15.811699999999997
4,distance,cosine,bias_wall_zone_repulsion_zone,15.651400000000002
4,distance,mse_kicktime,bias_zero,0.4312244861253659
4,distance,mse_kicktime,bias_random,0.43022203744809084
4,distance,mse_kicktime,bias_wall,0.41781696254230694
4,distance,mse_kicktime,bias_positive,0.4359074550714742
4,distance,mse_kicktime,bias_negative,0.4329648278459237
4,distance,mse_kicktime,bias_wall_zone_alignment_domain,0.42239080224430786
4,distance,mse_kicktime,bias_wall_zone_alignment_zone,0.42870714352318406
4,distance,mse_kicktime,bias_wall_zone_repulsion_alignment_domain,0.43068115119874256
4,distance,mse_kicktime,bias_wall_zone_repulsion_alignment_zone,0.4316230041109393
4,distance,mse_kicktime,bias_wall_zone_repulsion_zone,0.43201631677881364
4,distance,mse_trajectory,bias_zero,1.0880078630204504
4,distance,mse_trajectory,bias_random,0.9992701383633272
4,distance,mse_trajectory,bias_wall,1.4597357884759183
4,distance,mse_trajectory,bias_positive,7.121985191485733
4,distance,mse_trajectory,bias_negative,12.043107261011599
4,distance,mse_trajectory,bias_wall_zone_alignment_domain,1.0930330479142971
4,distance,mse_trajectory,bias_wall_zone_alignment_zone,1.1734149525118753
4,distance,mse_trajectory,bias_wall_zone_repulsion_alignment_domain,1.18095049360053
4,distance,mse_trajectory,bias_wall_zone_repulsion_alignment_zone,1.1785816978329415
4,distance,mse_trajectory,bias_wall_zone_repulsion_zone,1.2475573255017784
4,bearing,cosine,bias_zero,18.19289999999999
4,bearing,cosine,bias_random,18.62629999999999
4,bearing,cosine,bias_wall,18.656999999999996
4,bearing,cosine,bias_positive,17.409699999999994
4,bearing,cosine,bias_negative,17.130099999999988
4,bearing,cosine,bias_wall_zone_alignment_domain,19.116100000000014
4,bearing,cosine,bias_wall_zone_alignment_zone,18.614299999999993
4,bearing,cosine,bias_wall_zone_repulsion_alignment_domain,18.701799999999988
4,bearing,cosine,bias_wall_zone_repulsion_alignment_zone,18.548199999999987
4,bearing,cosine,bias_wall_zone_repulsion_zone,18.086799999999993
4,bearing,mse_kicktime,bias_zero,0.5308848602008888
4,bearing,mse_kicktime,bias_random,0.5266912356439956
4,bearing,mse_kicktime,bias_wall,0.5026692081104951
4,bearing,mse_kicktime,bias_positive,0.5311185771061991
4,bearing,mse_kicktime,bias_negative,0.5309308327379048
4,bearing,mse_kicktime,bias_wall_zone_alignment_domain,0.5139217495904543
4,bearing,mse_kicktime,bias_wall_zone_alignment_zone,0.5270487765854888
4,bearing,mse_kicktime,bias_wall_zone_repulsion_alignment_domain,0.5231930463848607
4,bearing,mse_kicktime,bias_wall_zone_repulsion_alignment_zone,0.5290891033232159
4,bearing,mse_kicktime,bias_wall_zone_repulsion_zone,0.5303789465033788
4,bearing,mse_trajectory,bias_zero,1.122607060498749
4,bearing,mse_trajectory,bias_random,1.0794642987435679
4,bearing,mse_trajectory,bias_wall,1.1374192742384241
4,bearing,mse_trajectory,bias_positive,3.043067450006517
4,bearing,mse_trajectory,bias_negative,2.590856687564992
4,bearing,mse_trajectory,bias_wall_zone_alignment_domain,1.1381791611345413
4,bearing,mse_trajectory,bias_wall_zone_alignment_zone,1.441649224992547
4,bearing,mse_trajectory,bias_wall_zone_repulsion_alignment_domain,1.1553671300802293
4,bearing,mse_trajectory,bias_wall_zone_repulsion_alignment_zone,1.3581579837227422
4,bearing,mse_trajectory,bias_wall_zone_repulsion_zone,1.341097735053329
5,orientation,cosine,bias_zero,19.21779999999999
5,orientation,cosine,bias_random,17.993499999999994
5,orientation,cosine,bias_wall,19.13300000000001
5,orientation,cosine,bias_positive,18.324799999999996
5,orientation,cosine,bias_negative,18.28719999999999
5,orientation,cosine,bias_wall_zone_alignment_domain,19.077000000000005
5,orientation,cosine,bias_wall_zone_alignment_zone,18.663899999999998
5,orientation,cosine,bias_wall_zone_repulsion_alignment_domain,18.0489
5,orientation,cosine,bias_wall_zone_repulsion_alignment_zone,17.716599999999993
