Kick_Time,x,y,vx,vy,vector_x,vector_y,x_wall,y_wall,tangent_x,tangent_y,radius_x,radius_y,wall_distance
28.2,0.0395,0.1968,-0.1326,0.0632,,,0.04919668384981823,0.2451115792821323,-0.9804463171285293,0.1967867353992729,0.196786735399273,0.9804463171285293,0.049275088740834166
29.36,-0.1253,0.1926,-0.1648,-0.0042,,,-0.1363312132111141,0.20955619843942996,-0.8382247937577199,-0.5453248528444564,-0.5453248528444568,0.8382247937577195,0.020228700660852778
30.04,-0.1268,0.134,-0.0015,-0.0586,,,-0.1718308876876852,0.18158784661001437,-0.7263513864400576,-0.6873235507507409,-0.6873235507507407,0.7263513864400576,0.06551628798183834
30.96,-0.0444,0.0899,0.0824,-0.0441,,,-0.11070497687998354,0.2241526446286153,-0.8966105785144614,-0.4428199075199342,-0.4428199075199342,0.8966105785144612,0.14973350509766487
32.68,0.0916,0.1742,0.136,0.0843,,,0.11635283648863069,0.22127362572401163,-0.8850945028960465,0.46541134595452277,0.4654113459545227,0.8850945028960464,0.053184858306074445
33.64,0.1114,0.1918,0.0198,0.0176,,,0.12556106955423793,0.21618144650361612,-0.8647257860144645,0.5022442782169517,0.5022442782169516,0.8647257860144645,0.028195581649057333
34.88,0.0759,0.17,-0.0355,-0.0218,,,0.10192070773517198,0.22828090006560262,-0.9131236002624106,0.40768283094068797,0.4076828309406879,0.9131236002624105,0.06382586108699198
35.32,0.0302,0.1841,-0.0457,0.0141,,,0.040469428220461796,0.24670270646976877,-0.9868108258790751,0.16187771288184719,0.16187771288184716,0.986810825879075,0.06343942002663047
36.0,-0.0678,0.1479,-0.098,-0.0362,,,-0.10417955013117192,0.22725893015339715,-0.9090357206135886,-0.41671820052468767,-0.4167182005246876,0.9090357206135885,0.08730012292567643
36.6,-0.1378,0.0958,-0.07,-0.0521,,,-0.2052687975307509,0.14270501308741607,-0.5708200523496644,-0.8210751901230037,-0.8210751901230036,0.5708200523496643,0.08217127778595226
37.08,-0.149,0.0176,-0.0112,-0.0782,,,-0.2482739753629512,0.02932632192206672,-0.1173052876882669,-0.9930959014518049,-0.9930959014518049,0.1173052876882669,0.09996413762036757
39.28,-0.1177,-0.1415,0.0313,-0.1591,,,-0.15987234972969375,-0.192199978646998,0.768799914587992,-0.639489398918775,-0.6394893989187749,-0.7687999145879921,0.06594690983305931
40.08,-0.0829,-0.192,0.0348,-0.0505,,,-0.09909984453084397,-0.22951954342487385,0.9180781736994954,-0.3963993781233759,-0.39639937812337595,-0.9180781736994954,0.04086748220326902
41.92,0.0068,-0.1827,0.0897,0.0093,,,0.009298433089133789,-0.24982701843893287,0.9993080737557315,0.037193732356535156,0.03719373235653514,-0.9993080737557314,0.06717349754480342
42.44,0.0539,-0.1858,0.0471,-0.0031,,,0.06965256842032157,-0.24010106145632182,0.9604042458252873,0.27861027368128627,0.27861027368128627,-0.9604042458252873,0.05653979737424031
43.28,0.1332,-0.1325,0.0793,0.0533,,,0.1772418072787027,-0.17631035633955036,0.7052414253582014,0.7089672291148108,0.7089672291148107,-0.7052414253582014,0.06212107622194554
44.0,0.1512,-0.0299,0.018,0.1026,,,0.24525065107860508,-0.04849864065641728,0.19399456262566914,0.9810026043144204,0.9810026043144205,-0.19399456262566916,0.09587196880515211
44.68,0.1227,0.0642,-0.0285,0.0941,,,0.22151086341569962,0.11590054956224868,-0.4636021982489948,0.8860434536627986,0.8860434536627985,0.46360219824899473,0.11151920710798915
45.12,0.055,0.1095,-0.0677,0.0453,,,0.11221125364744297,0.2234024049890001,-0.8936096199560004,0.4488450145897719,0.44884501458977183,0.8936096199560003,0.1274632708123805
46.32,-0.0997,0.1041,-0.1547,-0.0054,,,-0.17291982694541683,0.18055119343047032,-0.7222047737218813,-0.6916793077816673,-0.6916793077816673,0.7222047737218812,0.10585805606971996
46.88,-0.1341,0.1067,-0.0344,0.0026,,,-0.19562926308558157,0.15565728837607423,-0.6226291535042968,-0.782517052342326,-0.782517052342326,0.6226291535042968,0.07862993260198561
47.24,-0.1429,0.1069,-0.0088,0.0002,,,-0.20018476327486331,0.14975333235887256,-0.5990133294354902,-0.8007390530994533,-0.8007390530994531,0.5990133294354902,0.07153986439543425
48.24,-0.1641,0.0334,-0.0212,-0.0735,,,-0.24497724460352047,0.04986130389858369,-0.19944521559433476,-0.9799089784140819,-0.9799089784140818,0.19944521559433473,0.08253546644139842
48.84,-0.147,-0.0375,0.0171,-0.0709,,,-0.24224202878187465,-0.061796435913743536,0.24718574365497414,-0.9689681151274986,-0.9689681151274985,-0.24718574365497414,0.09829222168919619
49.52,-0.099,-0.1195,0.048,-0.082,,,-0.15949081969696458,-0.19251669650290165,0.7700667860116066,-0.6379632787878583,-0.6379632787878583,-0.7700667860116065,0.09481865447161505
50.2,-0.0324,-0.1726,0.0666,-0.0531,,,-0.04612370362540181,-0.24570837178223312,0.9828334871289325,-0.18449481450160723,-0.18449481450160723,-0.9828334871289325,0.07438530813169417
50.84,0.0772,-0.1843,0.1096,-0.0117,,,0.09658898737575744,-0.23058744006932763,0.9223497602773106,0.3863559495030298,0.38635594950302987,-0.9223497602773105,0.05018425987925776
51.68,0.1853,-0.0968,0.1081,0.0875,,,0.22158647956698166,-0.1157559159313752,0.46302366372550086,0.8863459182679267,0.8863459182679269,-0.46302366372550086,0.040939410696324674
52.6,0.1817,0.029,-0.0036,0.1258,,,0.24687540105618166,0.039402237923111004,-0.15760895169244404,0.9875016042247268,0.9875016042247268,0.15760895169244407,0.06600029891328626
53.0,0.1514,0.0603,-0.0303,0.0313,,,0.2322564543314551,0.09250372652699301,-0.37001490610797205,0.9290258173258203,0.9290258173258203,0.3700149061079721,0.08703359241856007
54.28,0.009,0.1292,-0.1424,0.0689,,,0.017372761566292534,0.24939564381833287,-0.9975825752733315,0.06949104626517014,0.06949104626517012,0.9975825752733314,0.12048691185829905
54.84,-0.0252,0.1339,-0.0342,0.0047,,,-0.046238298603576214,0.24568683265947835,-0.9827473306379135,-0.18495319441430488,-0.18495319441430486,0.9827473306379135,0.11374931192834292
55.44,-0.0978,0.1104,-0.0726,-0.0235,,,-0.16577509426437254,0.18713262174628556,-0.7485304869851424,-0.6631003770574903,-0.6631003770574901,0.7485304869851422,0.10251101736061774
56.6,-0.1462,-0.0452,-0.0484,-0.1556,,,-0.2388456314332191,-0.073842835436262,0.295371341745048,-0.9553825257328764,-0.9553825257328763,-0.295371341745048,0.09697229009097733
57.32,-0.1687,-0.0695,-0.0225,-0.0243,,,-0.2311524947848397,-0.09522879897774963,0.38091519591099854,-0.9246099791393588,-0.9246099791393588,-0.3809151959109986,0.06754469040337577
58.56,-0.142,-0.156,0.0267,-0.0865,,,-0.1682861394146919,-0.18487773062459112,0.7395109224983646,-0.6731445576587677,-0.6731445576587675,-0.7395109224983645,0.03904976890271014
59.12,-0.1297,-0.1655,0.0123,-0.0095,,,-0.15420847209558572,-0.19677333948974124,0.787093357958965,-0.6168338883823429,-0.6168338883823427,-0.7870933579589652,0.03973269393460141
59.6,-0.1196,-0.1784,0.0101,-0.0129,,,-0.13921180733774072,-0.2076537326843892,0.8306149307375568,-0.5568472293509629,-0.5568472293509626,-0.830614930737557,0.035219367726044726
60.24,-0.0993,-0.2007,0.0203,-0.0223,,,-0.11086458820504572,-0.22407374474071173,0.8962949789628469,-0.44345835282018287,-0.44345835282018276,-0.896294978962847,0.026078183287112477
61.12,-0.0741,-0.2114,0.0252,-0.0107,,,-0.08269696214191163,-0.23592628605668176,0.9437051442267271,-0.3307878485676466,-0.3307878485676468,-0.9437051442267269,0.025989352931607285
62.6,0.0903,-0.1658,0.1644,0.0456,,,0.11957384273729525,-0.21954975776127963,0.8781990310451186,0.47829537094918106,0.4782953709491811,-0.8781990310451185,0.061204528656008256
63.28,0.1677,-0.0325,0.0774,0.1333,,,0.24543350565695332,-0.047564632879254526,0.1902585315170181,0.9817340226278133,0.9817340226278134,-0.19025853151701813,0.07917980213101264
64.64,0.0324,0.1783,-0.1353,0.2108,,,0.044697079437109974,0.24597189085298485,-0.9838875634119394,0.1787883177484399,0.17878831774843984,0.9838875634119393,0.06878010594860179
65.52,0.0095,0.2114,-0.0229,0.0331,,,0.011223299462444228,0.24974794803796949,-0.9989917921518779,0.04489319784977691,0.044893197849776884,0.9989917921518779,0.038386649759520136
67.2,-0.1624,0.0857,-0.1719,-0.1257,,,-0.2211024324082382,0.11667782301346068,-0.4667112920538427,-0.8844097296329528,-0.884409729632953,0.46671129205384265,0.06637470217859415
67.92,-0.2105,0.0682,-0.0481,-0.0175,,,-0.23782899240828434,0.077054333882399,-0.30821733552959607,-0.9513159696331375,-0.9513159696331375,0.30821733552959585,0.028727566109106123
